...1;...2;id_record;id_study;id_control;id_effect;authors;publication_year;bibtexkey;category;author;title;year;journal;doi;language_record;language_materials;country;population;modality;incentives;incentive_notes;preregistered;open_data;open_data_claimed;open_materials;n_total;n_control;n_mi;within_between;accuracy_control_prop;accuracy_mi_prop;accuracy_control_mean;accuracy_mi_mean;accuracy_control_sd;accuracy_mi_sd;accuracy_type;accuracy_reverse;test_statistic;statistic_type;control_type;notes_comparison;notes_source;age_mean;age_median;age_sd;age_min;age_max;gender_female_prop;neuro_condition;preevent_valence;preevent_warning;preevent_alcohol;event_medium;event_materials;event_valence;postevent_recall;postevent_warning;postevent_retention_interval;exposure_medium;exposure_method;exposure_credibility;exposure_valence;postexposure_recall;postexposure_retention_interval;postexposure_warning;postexposure_correction;test_type;test_medium;item_centrality;items_control;items_misled;items_total;notes_moderators;notes_general;total_accuracy_control_mean;total_accuracy_mi_mean;total_accuracy_control_sd;total_accuracy_mi_sd;total_accuracy_control_prop;total_accuracy_mi_prop;id;yi;vi
1004;1087;216;216_01;216_01_01;1087;holliday;2012;Holliday_2012;article;"Robyn E. Holliday; Joyce E. Humphries; Rebecca Milne; Amina Memon; Lucy Houlder; Amy Lyons; Ray Bull";Reducing misinformation effects in older adults with cognitive interview mnemonics.;2012;Psychology and Aging;10.1037/a0022031;en;en;gb;students;lab;course_credit;NA;0;0;0;0;59;16,000;16,000;within;NA;NA;0,7400;0,7100;0,0800;0,2400;proportion;0;omit;omit;neutral;comparing misled and control item accuracy on young people in the modified cognitive interview condition;table 2, p.1197;22,000;NA;NA;19,000;24,000;NA;NA;no_manipulation;0;0;audiovisual;purse_snatching_holliday_2012;NA;0;0;24,00;live;narrative;no_manipulation;no_manipulation;1;0;0;0;recognition;live;NA;6;6;12;cognitive_interview;A study comparing older and younger adults recall. They report free recall, but it was not extractable. Comparisons across interview type was conducted.;0,740000000;0,710000000;0,0800000000000000;0,23999999999999999;NA;NA;1119;0,16347127882897039;0,12541754467190591
1005;1088;216;216_01;216_01_02;1088;holliday;2012;Holliday_2012;article;"Robyn E. Holliday; Joyce E. Humphries; Rebecca Milne; Amina Memon; Lucy Houlder; Amy Lyons; Ray Bull";Reducing misinformation effects in older adults with cognitive interview mnemonics.;2012;Psychology and Aging;10.1037/a0022031;en;en;gb;community;lab;NA;NA;0;0;0;0;59;14,000;14,000;within;NA;NA;0,6900;0,6700;0,1900;0,1200;proportion;0;omit;omit;neutral;comparing misled and control item accuracy on older people in the modified cognitive interview condition;table 2, p.1197;66,000;NA;NA;60,000;73,000;NA;NA;no_manipulation;0;0;audiovisual;purse_snatching_holliday_2012;NA;0;0;24,00;live;narrative;no_manipulation;no_manipulation;1;0;0;0;recognition;live;NA;6;6;12;cognitive_interview;A study comparing older and younger adults recall. They report free recall, but it was not extractable. Comparisons across interview type was conducted.;0,690000000;0,670000000;0,1900000000000000;0,12000000000000000;NA;NA;1120;0,12219145771714088;0,14312376343462571
1006;1089;217;217_01;217_01_01;1089;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;64;33,000;33,000;within;NA;NA;0,7200;0,2100;0,1800;0,1700;proportion;0;omit;omit;consistent;comparing consistent intems to misled-tested items in the tested condition;table 2, p.1197;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;0;1;0;0;cued_recall;text;NA;6;6;24;imidiate recall and than a one week daley until exposure to PEI;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,720000000;0,210000000;0,1800000000000000;0,17000000000000001;NA;NA;1121;2,87880273059308589;0,12339019061871369
1007;1090;217;217_01;217_01_01;1090;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;64;33,000;33,000;within;NA;NA;0,7200;0,1200;0,1800;0,1600;proportion;0;omit;omit;consistent;comparing consistent intems to misled-nontested items in the tested condition;table 2, p.1197;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;0;1;0;0;cued_recall;text;NA;6;6;24;imidiate recall and than a one week daley until exposure to PEI;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,720000000;0,120000000;0,1800000000000000;0,16000000000000000;NA;NA;1122;3,48184329095800305;0,15244873259688832
1008;1091;217;217_01;217_01_02;1091;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;64;31,000;31,000;within;NA;NA;0,6100;0,0900;0,2600;0,0900;proportion;0;omit;omit;consistent;comparing consistent to misled items in the non-tested condition;table 2, p.1197;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;0;1;0;0;cued_recall;text;NA;6;12;24;imidiate recall and than a one week daley until exposure to PEI;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,610000000;0,090000000;0,2600000000000000;0,09000000000000000;NA;NA;1123;2,63925066447956924;0,12069067798351490
1009;1092;217;217_01;217_01_02;1092;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;64;31,000;31,000;within;NA;NA;0,7600;0,3500;0,2090;0,1950;proportion;0;omit;omit;neutral;comparing correct recal on neutral and misled items for control participants.;figure 4, p.223;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;1;1;0;0;recognition;text;NA;6;12;24;imidiate recall and than a one week daley until exposure to PEI;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,760000000;0,350000000;0,2090000000000000;0,19500000000000001;NA;NA;1124;2,00300538812916074;0,09687121439414878
1010;1093;217;217_01;217_01_01;1093;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;64;33,000;33,000;within;NA;NA;0,7900;0,4200;0,1720;0,2590;proportion;0;omit;omit;neutral;comparing correct recal on neutral and misled items for tested participants.;figure 4, p.223;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;1;1;0;0;recognition;text;NA;6;12;24;imidiate recall and than a one week daley until exposure to PEI;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,790000000;0,420000000;0,1720000000000000;0,25900000000000001;NA;NA;1125;1,66317927101220997;0,08156185823882353
1011;1094;217;217_02;217_02_01;1094;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;60;31,000;31,000;within;NA;NA;0,7800;0,0600;0,1700;0,0900;proportion;0;omit;omit;consistent;comparing consistent intems to misled-tested items in the tested condition;table 2, p.1197;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;0;1;0;0;cued_recall;text;NA;6;6;24;one week delay in post event recall;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,780000000;0,060000000;0,1700000000000000;0,09000000000000000;NA;NA;1126;5,22705259569449598;0,28485547450126264
1012;1095;217;217_02;217_02_01;1095;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;60;31,000;31,000;within;NA;NA;0,7800;0,1000;0,1700;0,1400;proportion;0;omit;omit;consistent;comparing consistent intems to misled-nontested items in the tested condition;table 2, p.1197;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;0;1;0;0;cued_recall;text;NA;6;6;24;one week delay in post event recall;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,780000000;0,100000000;0,1700000000000000;0,14000000000000001;NA;NA;1127;4,31184637434335194;0,21445176738659602
1013;1096;217;217_02;217_02_02;1096;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;60;29,000;29,000;within;NA;NA;0,5500;0,1400;0,2200;0,2000;proportion;0;omit;omit;consistent;comparing consistent to misled items in the non-tested condition;table 2, p.1197;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;0;1;0;0;cued_recall;text;NA;6;12;24;one week delay in post event recall;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,550000000;0,140000000;0,2200000000000000;0,20000000000000001;NA;NA;1128;1,92391595471276755;0,10087459138619259
1014;1097;217;217_02;217_02_02;1097;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;60;29,000;29,000;within;NA;NA;0,6100;0,4300;0,2560;0,1620;proportion;0;omit;omit;neutral;comparing correct recal on neutral and misled items for control participants.;figure 4, p.223;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;1;1;0;0;recognition;text;NA;6;12;24;one week delay in post event recall;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,610000000;0,430000000;0,2560000000000000;0,16200000000000001;NA;NA;1129;0,82894716461010243;0,07488925346306145
1015;1098;217;217_02;217_02_01;1098;chan;2017;Chan_2017;article;"Jason C. K. Chan; Krista D. Manley; Kathryn Lang";Retrieval-enhanced suggestibility: A retrospective and a new investigation.;2017;Journal of Applied Research in Memory and Cognition;10.1016/j.jarmac.2017.07.003;en;en;us;students;lab;NA;NA;0;0;0;0;60;31,000;31,000;within;NA;NA;0,7200;0,2350;0,2510;0,2440;proportion;0;omit;omit;neutral;comparing correct recal on neutral and misled items for tested participants.;figure 4, p.223;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;audiovisual;24_tv_show;NA;0;0;168,00;audio;narrative;no_manipulation;no_manipulation;1;1;0;0;recognition;text;NA;6;12;24;one week delay in post event recall;these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.;0,720000000;0,235000000;0,2510000000000000;0,24399999999999999;NA;NA;1130;1,93478785466972125;0,09470487131110857
1016;1099;218;218_01;218_01_01;1099;cann;2005;NA;NA;NA;NA;NA;NA;10.3758/BF03193059;en;en;ca;students;lab;NA;NA;0;0;0;0;194;75,000;75,000;within;NA;NA;0,8660;0,5910;0,0530;0,1800;proportion;0;omit;omit;no_misinformation;comparing accuracy on misinformation and non-misinformation items. Values are transformed into proportions by dividing the mean by the total number of items.;table 1, p.408;19,740;NA;NA;18,000;27,000;0,4670;NA;no_manipulation;0;0;audiovisual;3_crime_clip_katz_1997;NA;1;0;0,00;text;questionnaire;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;67;12;79;NA;This is a pretty complex study looking at how source/nosource condition affects recall.;0,866000000;0,591000000;0,0530000000000000;0,17999999999999999;NA;NA;1131;2,06210163094104937;0,04084087712109912
1017;1100;218;218_01;218_01_02;1100;cann;2005;NA;NA;NA;NA;NA;NA;10.3758/BF03193059;en;en;ca;students;lab;NA;NA;0;0;0;0;194;75,000;75,000;within;NA;NA;0,8670;0,5970;0,0560;0,1920;proportion;0;omit;omit;no_misinformation;comparing accuracy on misinformation and non-misinformation items. Values are transformed into proportions by dividing the mean by the total number of items.;table 1, p.408;19,740;NA;NA;18,000;27,000;0,4670;NA;no_manipulation;0;0;audiovisual;3_crime_clip_katz_1997;NA;1;0;0,00;text;questionnaire;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;67;12;79;NA;This is a pretty complex study looking at how source/nosource condition affects recall.;0,867000000;0,597000000;0,0560000000000000;0,19200000000000000;NA;NA;1132;1,89949426054852277;0,03869359481952260
1018;1101;218;218_01;218_01_03;1101;cann;2005;NA;NA;NA;NA;NA;NA;10.3758/BF03193059;en;en;ca;students;lab;NA;NA;0;0;0;0;194;44,000;44,000;within;NA;NA;0,8690;0,7500;0,0420;0,1460;proportion;0;omit;omit;no_misinformation;comparing accuracy on misinformation and non-misinformation items. Values are transformed into proportions by dividing the mean by the total number of items.;table 1, p.408;19,740;NA;NA;18,000;27,000;0,4550;NA;no_manipulation;0;0;audiovisual;3_crime_clip_katz_1997;NA;1;0;0,00;text;questionnaire;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;67;12;79;NA;This is a pretty complex study looking at how source/nosource condition affects recall.;0,869000000;0,750000000;0,0420000000000000;0,14599999999999999;NA;NA;1133;1,09806231488983919;0,05230534572375700
1019;1102;219;219_01;219_01_01;1102;han;2017;Han_2017;article;Yuhwa Han;The Misinformation Effect and the Type of Misinformation: Objects and the Temporal Structure of an Episode;2017;The American Journal of Psychology;10.5406/amerjpsyc.130.4.0467;en;kr;kr;students;lab;NA;NA;0;0;0;0;72;37,000;37,000;within;NA;NA;6,0500;4,8600;1,0500;1,4000;count;0;omit;omit;consistent;comparing temporal and object accuracy on subjects in the temporal misinformation condition.;table 1, p.471;20,620;NA;3,0200;18,000;32,000;0,7840;NA;no_manipulation;0;0;visual;eric_the_electrician;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;8;8;20;temporal ME;a replication of takarangi(2006) but with aan aditional misinformation condition targeting temporal and object misinformation;0,756250000;0,607500000;0,1312500000000000;0,17499999999999999;NA;NA;1134;0,95160711672135045;0,06017267638239678
1020;1103;219;219_01;219_01_02;1103;han;2017;Han_2017;article;Yuhwa Han;The Misinformation Effect and the Type of Misinformation: Objects and the Temporal Structure of an Episode;2017;The American Journal of Psychology;10.5406/amerjpsyc.130.4.0467;en;kr;kr;students;lab;NA;NA;0;0;0;0;72;35,000;35,000;within;NA;NA;6,0000;4,4300;1,3700;1,4300;count;0;omit;omit;consistent;comparing temporal and object accuracy on subjects in the object misinformation condition.;table 1, p.471;20,620;NA;3,0200;18,000;32,000;0,5710;NA;no_manipulation;0;0;visual;eric_the_electrician;NA;0;0;0,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;8;8;20;object ME;a replication of takarangi(2006) but with aan aditional misinformation condition targeting temporal and object misinformation;0,750000000;0,553750000;0,1712500000000000;0,17874999999999999;NA;NA;1135;1,10875204152141293;0,06592379349698500
1021;1104;220;220_01;220_01_01;1104;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;196;49,000;49,000;between;NA;NA;0,9100;0,9300;0,2100;0,1500;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and single misinformation old crux clips.;table 2, p. 2461;40,520;NA;12,5900;20,000;72,000;0,5500;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,910000000;0,930000000;0,2100000000000000;0,14999999999999999;NA;NA;1136;-0,10874047003451329;0,04087665556032309
1022;1105;220;220_01;220_01_01;1105;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;196;49,000;49,000;between;NA;NA;0,9100;0,9500;0,2100;0,1300;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and repeated misinformation old crux clips.;table 2, p. 2461;40,520;NA;12,6000;20,000;72,000;0,5500;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,910000000;0,950000000;0,2100000000000000;0,13000000000000000;NA;NA;1137;-0,22724450935437196;0,04107979626036586
1023;1106;220;220_01;220_01_02;1106;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;196;49,000;49,000;between;NA;NA;0,7700;0,8600;0,2700;0,2200;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and single misinformation old non-crux clips.;table 2, p. 2461;40,520;NA;12,6100;20,000;72,000;0,5500;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,770000000;0,860000000;0,2700000000000000;0,22000000000000000;NA;NA;1138;-0,36258550119079780;0,04148708288609072
1024;1107;220;220_01;220_01_02;1107;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;196;49,000;49,000;between;NA;NA;0,7700;0,8400;0,2700;0,2200;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and repeated misinformation old non-crux clips.;table 2, p. 2461;40,520;NA;12,6200;20,000;72,000;0,5500;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,770000000;0,840000000;0,2700000000000000;0,22000000000000000;NA;NA;1139;-0,28201094537062038;0,04122209272096342
1025;1108;220;220_02;220_02_01;1108;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;165;55,000;55,000;between;NA;NA;0,8400;0,9300;0,2300;0,1300;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and single misinformation old crux clips.;table 2, p. 2461;38,090;NA;10,7200;21,000;76,000;0,5820;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,840000000;0,930000000;0,2300000000000000;0,13000000000000000;NA;NA;1140;-0,47840434468601734;0,03740395780461117
1026;1109;220;220_02;220_02_01;1109;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;165;55,000;55,000;between;NA;NA;0,8400;0,9500;0,2300;0,1400;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and repeated misinformation old crux clips.;table 2, p. 2461;38,090;NA;10,7200;21,000;76,000;0,5820;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,840000000;0,950000000;0,2300000000000000;0,14000000000000001;NA;NA;1141;-0,57372529619825752;0,03785982143408081
1027;1110;220;220_02;220_02_02;1110;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;165;55,000;55,000;between;NA;NA;0,7300;0,8100;0,2900;0,2400;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and singlemisinformation old non-crux clips.;table 2, p. 2461;38,090;NA;10,7200;21,000;76,000;0,5820;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,730000000;0,810000000;0,2900000000000000;0,23999999999999999;NA;NA;1142;-0,29845948058241539;0,03676853664340693
1028;1111;220;220_02;220_02_02;1111;nahleen;2021;Nahleen_2020;article;"Sasha Nahleen; Deryn Strange; Melanie K. T. Takarangi";Does emotional or repeated misinformation increase memory distortion for a trauma analogue event?;2020;Psychological Research;10.1007/s00426-020-01409-x;en;en;us;mturk;online;NA;NA;1;1;1;0;165;55,000;55,000;between;NA;NA;0,7300;0,8400;0,2900;0,2100;proportion;0;omit;omit;no_misinformation;comparing accuracy in no misinformation and repeated misinformation old non-crux clips.;table 2, p. 2461;38,090;NA;10,7200;21,000;76,000;0,5820;NA;no_manipulation;0;0;visual;fatal_car_accident_takarangi_2012;traumatic;0;0;24,00;text;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;18;NA;A studie examining the effect of having different missing scenes from a traumatic event. No effect was found. Group sizes was infered from total sample size in experiment one.;0,730000000;0,840000000;0,2900000000000000;0,20999999999999999;NA;NA;1143;-0,43144852593005206;0,03720976286603279
1029;1112;221;221_01;221_01_01;1112;biron;2006;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;course_credit;the course credit was partial;0;0;0;0;60;60,000;60,000;within;NA;NA;0,9800;0,7700;0,0400;0,1100;proportion;0;omit;omit;no_misinformation;comparing recall in control and experimental conditions.;p.36;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;NA;narrative_radavansky_2003;NA;0;0;0,00;NA;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;6;NA;This disseration examines how salience and order of presentation can affect ME. Most effects are collapsed across conditions so that only a main effect of ME is repported.;0,980000000;0,770000000;0,0400000000000000;0,11000000000000000;NA;NA;1144;2,52114583379732693;0,05981740131364008
1030;1113;221;221_02;221_02_01;1113;biron;2006;NA;NA;NA;NA;NA;NA;NA;en;en;us;students;lab;course_credit;the course credit was partial;0;0;0;0;72;72,000;72,000;within;NA;NA;0,9800;0,8000;0,0500;0,1400;proportion;0;omit;omit;no_misinformation;comparing recall in control and experimental conditions.;p.36;NA;NA;NA;NA;NA;NA;NA;no_manipulation;0;0;NA;narrative_radavansky_2003;NA;0;0;0,00;NA;narrative;no_manipulation;no_manipulation;0;0;0;0;recognition;text;NA;6;6;6;NA;This disseration examines how salience and order of presentation can affect ME. Most effects are collapsed across conditions so that only a main effect of ME is repported.;0,980000000;0,800000000;0,0500000000000000;0,14000000000000001;NA;NA;1145;1,70328268287345796;0,03785129131172432
1031;1114;222;222_01;222_01_01;1114;wagstaff;2008;Wagstaff_2008;article;"Graham F. Wagstaff; Jon Cole; Jacqueline Wheatcroft; Amanda Anderton; Hannah Madden";Reducing and reversing pseudomemories with hypnosis;2008;Contemporary Hypnosis;10.1002/ch.366;en;en;gb;students;lab;NA;NA;0;0;0;0;60;20,000;20,000;between;NA;NA;14,4500;9,6500;2,8400;2,9100;count;0;omit;omit;no_misinformation;comparing the no misinformation group to the standard misinformation group on overall recall accuracy on 16 items;NA;23,850;NA;8,8600;18,000;56,000;NA;NA;no_manipulation;0;0;audio;planning_robbery_wagstaff_2008;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;0;0;0;cued_recall;text;NA;16;16;16;NA;a two experiment study looking at the effect of hypnosis and warnings. Sadly, the second experiment does not report overall accuracy. And the first has the effect of hypnosis counfounded with effects of hypnosis.;0,903125000;0,603125000;0,1775000000000000;0,18187500000000001;NA;NA;1146;1,63623699252976151;0,13346589369653550
1032;1115;222;222_01;222_01_01;1115;wagstaff;2008;Wagstaff_2008;article;"Graham F. Wagstaff; Jon Cole; Jacqueline Wheatcroft; Amanda Anderton; Hannah Madden";Reducing and reversing pseudomemories with hypnosis;2008;Contemporary Hypnosis;10.1002/ch.366;en;en;gb;students;lab;NA;NA;0;0;0;0;60;20,000;20,000;between;NA;NA;14,4500;12,7500;2,8400;3,2100;count;0;omit;omit;no_misinformation;comparing the no misinformation group to the hypnotized and warned group on overall recall accuracy on 16 items;NA;23,850;NA;8,8600;18,000;56,000;NA;NA;no_manipulation;0;0;audio;planning_robbery_wagstaff_2008;NA;0;0;0,00;audio;narrative;no_manipulation;no_manipulation;0;0;1;0;cued_recall;text;NA;16;16;16;NA;a two experiment study looking at the effect of hypnosis and warnings. Sadly, the second experiment does not report overall accuracy. And the first has the effect of hypnosis counfounded with effects of hypnosis.;0,903125000;0,796875000;0,1775000000000000;0,20062500000000000;NA;NA;1147;0,54977866933195996;0,10377820731565526
