id_record,id_study,id_control,id_effect,authors,title,publication_year,container,record_type,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,,total_accuracy_control_mean,total_accuracy_mi_mean,total_accuracy_control_sd,total_accuracy_mi_sd,total_accuracy_control_prop,total_accuracy_mi_prop,id,,,,,,,
874,874_01,874_01_02,9366,melnyk,,2004,,article,10.1002/acp.1013,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,113,28,28,within ,NA,NA,4.68,1.82,.55,1.25,count,0,omit,omit,consistent,comparing misled and consistent items in the late suggestive interview on the initial test,"table 2, p.622",5.667,NA,NA,NA,NA,.485,NA,no_manipulation,0,0,live,magic_show_melnyk_bruck_2004,no_manipulation,0,0,614,live,interview,no_manipulation,no_manipulation,1,336,0,0,total_recall,live,NA,5,5,20,,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition. ",,0.936,0.364,0.11,0.25,NA,NA,1310,,,,,,,
874,874_01,874_01_03,9365,melnyk,,2004,,article,10.1002/acp.1013,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,113,28,28,within ,NA,NA,4.46,2.18,.88,1.19,count,0,omit,omit,consistent,comparing misled and consistent items in the two suggestive interview on the initial test,"table 2, p.622",5.667,NA,NA,NA,NA,.485,NA,no_manipulation,0,0,live,magic_show_melnyk_bruck_2004,no_manipulation,0,0,343,live,interview,no_manipulation,no_manipulation,1,336,0,0,total_recall,live,NA,5,5,20,,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition. ",,0.892,0.436,0.176,0.238,NA,NA,1311,,,,,,,
874,874_01,874_01_01,9364,melnyk,,2004,,article,10.1002/acp.1013,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,113,29,29,within ,NA,NA,4.52,2.35,.74,1.34,count,0,omit,omit,consistent,comparing misled and consistent items in the early suggestive interview on the follow-up test,"table 2, p.622",5.667,NA,NA,NA,NA,.485,NA,no_manipulation,0,0,live,magic_show_melnyk_bruck_2004,no_manipulation,0,0,343,live,interview,no_manipulation,no_manipulation,2,3528,0,0,total_recall,live,NA,5,5,20,,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition. ",,0.904,0.47,0.148,0.268,NA,NA,1312,,,,,,,
874,874_01,874_01_02,9363,melnyk,,2004,,article,10.1002/acp.1013,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,113,28,28,within ,NA,NA,4.54,1.96,.74,1.14,count,0,omit,omit,consistent,comparing misled and consistent items in the two suggestive interview on the follow-up test,"table 2, p.622",5.667,NA,NA,NA,NA,.485,NA,no_manipulation,0,0,live,magic_show_melnyk_bruck_2004,no_manipulation,0,0,343,live,interview,no_manipulation,no_manipulation,2,3528,0,0,total_recall,live,NA,5,5,20,,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition. ",,0.908,0.392,0.148,0.228,NA,NA,1313,,,,,,,
874,874_02,874_02_01,9362,melnyk,,2004,,article,10.1002/acp.1013,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,31,31,within ,NA,NA,4.71,2.00,.53,1.46,count,0,omit,omit,consistent,comparing consistent and misleading items in the very early suggestive interview condition.,"table 5, p.627",5.833,NA,NA,4.833,6.00,.47,NA,no_manipulation,0,0,live,magic_show_melnyk_bruck_2004,no_manipulation,0,0,48,live,interview,no_manipulation,no_manipulation,2,3528,0,0,total_recall,live,NA,5,5,20,,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition. ",,0.942,0.4,0.106,0.292,NA,NA,1314,,,,,,,
874,874_02,874_02_02,9361,melnyk,,2004,,article,10.1002/acp.1013,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,33,33,within ,NA,NA,4.24,2.3,.75,1.7,count,0,omit,omit,consistent,comparing consistent and misleading items in the very late suggestive interview condition.,"table 5, p.627",5.833,NA,NA,4.833,6.00,.47,NA,no_manipulation,0,0,live,magic_show_melnyk_bruck_2004,no_manipulation,0,0,888,live,interview,no_manipulation,no_manipulation,2,3528,0,0,total_recall,live,NA,5,5,20,,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition. ",,0.848,0.46,0.15,0.34,NA,NA,1315,,,,,,,
874,874_02,874_02_03,9360,melnyk,,2004,,article,10.1002/acp.1013,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,32,32,within ,NA,NA,4.66,1.44,.7,1.37,count,0,omit,omit,consistent,comparing consistent and misleading items in the two interviews condition.,"table 5, p.627",5.833,NA,NA,4.833,6.00,.47,NA,no_manipulation,0,0,live,magic_show_melnyk_bruck_2004,no_manipulation,0,0,48,live,interview,no_manipulation,no_manipulation,2,3528,0,0,total_recall,live,NA,5,5,20,,"examines childrens recall of a magic show across various timings of PEI. The measurement here, total recall, is the sum of free and recall and recognition. ",,0.932,0.288,0.14,0.274,NA,NA,1316,,,,,,,
873,873_01,873_01_01,9359,connolly,,1997,,dissertation,10.1002/1099-0720(200103/04)15:23.0.CO;2-F,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,16,16,within ,NA,NA,.19,.31,.4,.48,proportion,0,omit,omit,no_misinformation,comparing target(misled) and control(no PEI) items in 4 year oldsin the the 1 session condition,"table 5, p.94",4,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,live,play_session_connolly_1997,no_manipulation,0,0,72,live,interview,no_manipulation,no_manipulation,0,24,0,0,total_recall,live,NA,NA,NA,NA,,this dissertation examines recall in children varying in age and how many playsessions they participated in. ,,.19,.31,.4,.48,NA,NA,1317,,,,,,,
873,873_01,873_01_02,9358,connolly,,1997,,dissertation,10.1002/1099-0720(200103/04)15:23.0.CO;2-F,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,16,16,within ,NA,NA,.63,.19,.5,.4,proportion,0,omit,omit,no_misinformation,comparing target(misled) and control(no PEI) items in 6 year oldsin the the 1 session condition,"table 5, p.94",6,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,live,play_session_connolly_1997,no_manipulation,0,0,72,live,interview,no_manipulation,no_manipulation,0,24,0,0,total_recall,live,NA,NA,NA,NA,,this dissertation examines recall in children varying in age and how many playsessions they participated in. ,,.63,.19,.5,.4,NA,NA,1318,,,,,,,
873,873_01,873_01_03,9357,connolly,,1997,,dissertation,10.1002/1099-0720(200103/04)15:23.0.CO;2-F,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,16,16,within ,NA,NA,.63,.38,.5,.5,proportion,0,omit,omit,no_misinformation,comparing target(misled) and control(no PEI) items in 8 year oldsin the the 1 session condition,"table 5, p.94",8,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,live,play_session_connolly_1997,no_manipulation,0,0,72,live,interview,no_manipulation,no_manipulation,0,24,0,0,total_recall,live,NA,NA,NA,NA,,this dissertation examines recall in children varying in age and how many playsessions they participated in. ,,.63,.38,.5,.5,NA,NA,1319,,,,,,,
873,873_01,873_01_04,9356,connolly,,1997,,dissertation,10.1002/1099-0720(200103/04)15:23.0.CO;2-F,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,16,16,within ,NA,NA,.47,.00,.52,.0,proportion,0,omit,omit,no_misinformation,comparing target(misled) and control(no PEI) items in 4 year oldsin the the 4 session condition,"table 5, p.94",4,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,live,play_session_connolly_1997,no_manipulation,0,0,72,live,interview,no_manipulation,no_manipulation,0,24,0,0,total_recall,live,NA,NA,NA,NA,,this dissertation examines recall in children varying in age and how many playsessions they participated in. ,,.47,.00,.52,.0,NA,NA,1320,,,,,,,
873,873_01,873_01_05,9355,connolly,,1997,,dissertation,10.1002/1099-0720(200103/04)15:23.0.CO;2-F,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,16,16,within ,NA,NA,.5,.31,.52,.48,proportion,0,omit,omit,no_misinformation,comparing target(misled) and control(no PEI) items in 6 year oldsin the the 4 session condition,"table 5, p.94",6,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,live,play_session_connolly_1997,no_manipulation,0,0,72,live,interview,no_manipulation,no_manipulation,0,24,0,0,total_recall,live,NA,NA,NA,NA,,this dissertation examines recall in children varying in age and how many playsessions they participated in. ,,.5,.31,.52,.48,NA,NA,1321,,,,,,,
873,873_01,873_01_06,9354,connolly,,1997,,dissertation,10.1002/1099-0720(200103/04)15:23.0.CO;2-F,en,en,ca,kindergartners,field,NA,NA,NA,NA,NA,NA,96,16,16,within ,NA,NA,.44,.44,.51,.51,proportion,0,omit,omit,no_misinformation,comparing target(misled) and control(no PEI) items in 8 year oldsin the the 4 session condition,"table 5, p.94",8,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,live,play_session_connolly_1997,no_manipulation,0,0,72,live,interview,no_manipulation,no_manipulation,0,24,0,0,total_recall,live,NA,NA,NA,NA,,this dissertation examines recall in children varying in age and how many playsessions they participated in. ,,.44,.44,.51,.51,NA,NA,1322,,,,,,,
872,872_01,872_01_01,9353,huff,,2014,,article,10.1002/acp.3047,en,en,de,student,lab,course_credit_or_money,how much money given is not specified. ,NA,NA,NA,NA,81,20,20,between,NA,NA,.9,.79,.1,.14,proportion,0,omit,omit,no_misinformation,comparing non misinformed and verbally misinformed particiipants in visual recognation performance in the visual regcognition first condition. ,"table 1, p.774",22.4,NA,4.3,NA,NA,.721,NA,no_manipulation,0,0,audiovisual,archaic_bowline,no_manipulation,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,recognition,visual,NA,11,11,11,,a very particular experiment that examined recognition of pictures of a knot tying procedure.  ,,.9,.79,.1,.14,NA,NA,1323,,,,,,,
872,872_01,872_01_02,9352,huff,,2014,,article,10.1002/acp.3047,en,en,de,student,lab,course_credit_or_money,how much money given is not specified. ,NA,NA,NA,NA,81,20,21,between,NA,NA,.85,.83,.13,.16,proportion,0,omit,omit,no_misinformation,comparing non misinformed and verbally misinformed particiipants in visual recognation performance in the knot-tying first condition. ,"table 1, p.774",22.4,NA,4.3,NA,NA,.721,NA,no_manipulation,0,0,audiovisual,archaic_bowline,no_manipulation,0,0,0,text,questionnaire,no_manipulation,no_manipulation,0,0,0,0,recognition,visual,NA,11,11,11,,a very particular experiment that examined recognition of pictures of a knot tying procedure.  ,,.85,.83,.13,.16,NA,NA,1324,,,,,,,
500,500_01,500_01_01,5000,english & nielson,,2010,journal,article,10.1016/j.cognition.2010.08.014,en,en,us,students,lab,course_credit,NA,0,0,0,0,251,61,66,between,NA,NA,0.6625,0.4813,0.1464,0.1523,proportion,0,omit,omit,consistent,Comparison of control and misled conditions for neutral arousal condition. Consistent control., Extracted from Figure 2 using a ruler.,19.27,NA,1.92,NA,NA,0.657,NA,no_manipulation,0,0,audiovisual,5_action_movies_clips_english_nielson_2010,no_manipulation,1,0,168,text,initial_test,no_manipulation,no_manipulation,0,168,0,0,recognition,text,NA,16,16,60,Age and gender descriptives across conditions taken from overall descriptives.,Studying examining the effects of arousal. Uses action movie clips used in previous research.,,0.663,0.481,0.146,0.152,NA,NA,1325,,,,,,,
500,500_01,500_01_02,5001,english & nielson,,2010,journal,article,10.1016/j.cognition.2010.08.014,en,en,us,students,lab,course_credit,NA,0,0,0,0,251,59,65,between,NA,NA,0.6750,0.5750,0.1440,0.1511,proportion,0,omit,omit,consistent,Comparison of control and misled conditions for high arousal condition. Consistent control., Extracted from Figure 2 using a ruler.,19.27,NA,1.92,NA,NA,0.657,NA,no_manipulation,0,0,audiovisual,5_action_movies_clips_english_nielson_2010,no_manipulation,1,0,168,text,initial_test,no_manipulation,no_manipulation,0,168,0,0,recognition,text,NA,16,16,60,Age and gender descriptives across conditions taken from overall descriptives.,Studying examining the effects of arousal. Uses action movie clips used in previous research.,,0.675,0.575,0.144,0.151,NA,NA,1326,,,,,,,
501,501_01,501_01_01,5002,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,56,within,NA,NA,0.9800,0.7400,0.0728,0.2993,proportion,0,omit,omit,consistent,"Comparison of control and positive pregoal, remember judgments, goal relevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.980,0.740,0.073,0.299,NA,NA,1327,,,,,,,
501,501_01,501_01_01,5003,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,57,within,NA,NA,0.9800,0.7900,0.0728,0.3775,proportion,0,omit,omit,consistent,"Comparison of control and positive postgoal, remember judgments, goal relevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.980,0.790,0.073,0.378,NA,NA,1328,,,,,,,
501,501_01,501_01_01,5004,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,60,within,NA,NA,0.9800,0.8000,0.0728,0.3098,proportion,0,omit,omit,consistent,"Comparison of control and negative pregoal, remember judgments, goal relevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.980,0.800,0.073,0.310,NA,NA,1329,,,,,,,
501,501_01,501_01_01,5005,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,47,within,NA,NA,0.9800,0.7700,0.0728,0.3428,proportion,0,omit,omit,consistent,"Comparison of control and negative postgoal, remember judgments, goal relevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.980,0.770,0.073,0.343,NA,NA,1330,,,,,,,
501,501_01,501_01_01,5006,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,48,within,NA,NA,0.9800,0.7900,0.0728,0.2777,proportion,0,omit,omit,consistent,"Comparison of control and perceptual, remember judgments, goal relevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.980,0.790,0.073,0.278,NA,NA,1331,,,,,,,
501,501_01,501_01_01,5007,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,56,within,NA,NA,0.9000,0.7100,0.2912,0.2993,proportion,0,omit,omit,consistent,"Comparison of control and positive pregoal, remember judgments, goal irrelevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.900,0.710,0.291,0.299,NA,NA,1332,,,,,,,
501,501_01,501_01_01,5008,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,57,within,NA,NA,0.9000,0.8100,0.2912,0.2264,proportion,0,omit,omit,consistent,"Comparison of control and positive postgoal, remember judgments, goal irrelevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.900,0.810,0.291,0.226,NA,NA,1333,,,,,,,
501,501_01,501_01_01,5009,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,60,within,NA,NA,0.9000,0.7500,0.2912,0.3100,proportion,0,omit,omit,consistent,"Comparison of control and negative pregoal, remember judgments, goal irrelevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.900,0.750,0.291,0.310,NA,NA,1334,,,,,,,
501,501_01,501_01_01,5010,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,47,within,NA,NA,0.9000,0.8600,0.2912,0.2742,proportion,0,omit,omit,consistent,"Comparison of control and negative postgoal, remember judgments, goal irrelevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.900,0.860,0.291,0.274,NA,NA,1335,,,,,,,
501,501_01,501_01_01,5011,van damme et al,,2017,journal,article,10.1037/a0034629,en,en,us,students,online,course_credit,NA,0,0,0,0,321,53,48,within,NA,NA,0.9000,0.8000,0.2912,0.2771,proportion,0,omit,omit,consistent,"Comparison of control and perceptual, remember judgments, goal irrelevant. Consistent control.",table 3,20.07,NA,2.69,18,42.00,0.75,NA,no_manipulation,0,0,visual,emotion_slides_okado_2008,no_manipulation,0,0,0,text,imagination,no_manipulation,no_manipulation,0,0,0,0,source_monitoring,text,NA,4,4,16,Age and gender descriptives across conditions taken from overall descriptives.,,,0.900,0.800,0.291,0.277,NA,NA,1336,,,,,,,
502,502_01,502_01_01,5012,paz alonso et al,,2013,journal,article,10.1002/bsl.2081,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,23.25,23.25,between,NA,NA,0.4500,0.3400,0.2100,0.2100,proportion,0,omit,omit,consistent,"Misinformed vs control for central  details with critical event criteria, immediate. Group sizes estimated by dividing total sample size N = 93 by the number of between subjects conditons 4. Consistent control.","table 2, p.548",26.8,NA,7.26,NA,NA,0.8172,NA,no_manipulation,0,0,audiovisual,decalogue_5_movie,negative,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,central,10,10,60,Age and gender descriptives across conditions taken from overall descriptives.,,,0.450,0.340,0.210,0.210,NA,NA,1337,,,,,,,
502,502_01,502_01_01,5013,paz alonso et al,,2013,journal,article,10.1002/bsl.2081,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,23.25,23.25,between,NA,NA,0.5300,0.4200,0.2200,0.2800,proportion,0,omit,omit,consistent,"Misinformed vs control for peripheral details with critical event criteria, immediate. Group sizes estimated by dividing total sample size N = 93 by the number of between subjects conditons 4. Consistent control.","table 2, p.549",26.8,NA,7.26,NA,NA,0.8172,NA,no_manipulation,0,0,audiovisual,decalogue_5_movie,negative,0,0,0,text,narrative,no_manipulation,no_manipulation,0,0,0,0,recognition,text,peripheral,10,10,60,Age and gender descriptives across conditions taken from overall descriptives.,,,0.530,0.420,0.220,0.280,NA,NA,1338,,,,,,,
502,502_01,502_01_02,5014,paz alonso et al,,2013,journal,article,10.1002/bsl.2081,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,23.25,23.25,between,NA,NA,0.4100,0.3600,0.2000,0.2900,proportion,0,omit,omit,consistent,"Misinformed vs control for central  details with critical event criteria, 2 week delay. Group sizes estimated by dividing total sample size N = 93 by the number of between subjects conditons 4. Consistent control.","table 2, p.550",26.8,NA,7.26,NA,NA,0.8172,NA,no_manipulation,0,0,audiovisual,decalogue_5_movie,negative,0,0,0,text,narrative,no_manipulation,no_manipulation,0,336,0,0,recognition,text,central,10,10,60,Age and gender descriptives across conditions taken from overall descriptives.,,,0.410,0.360,0.200,0.290,NA,NA,1339,,,,,,,
502,502_01,502_01_02,5015,paz alonso et al,,2013,journal,article,10.1002/bsl.2081,en,en,us,students,lab,course_credit,NA,0,0,0,0,93,23.25,23.25,between,NA,NA,0.3800,0.3000,0.2500,0.2600,proportion,0,omit,omit,consistent,"Misinformed vs control for peripheral details with critical event criteria, 2 week delay. Group sizes estimated by dividing total sample size N = 93 by the number of between subjects conditons 4. Consistent control.","table 2, p.551",26.8,NA,7.26,NA,NA,0.8172,NA,no_manipulation,0,0,audiovisual,decalogue_5_movie,negative,0,0,0,text,narrative,no_manipulation,no_manipulation,0,336,0,0,recognition,text,peripheral,10,10,60,Age and gender descriptives across conditions taken from overall descriptives.,,,0.380,0.300,0.250,0.260,NA,NA,1340,,,,,,,
503,503_01,503_01_01,5016,snowden,,2017,,dissertation,,en,en,us,students,online,NA,"No explicit mention of an incentive, though they say these were students from the University of Nebraska psychology rsearch participant pool.",0,0,0,0,141,141,141,within,NA,NA,0.8000,0.7100,0.1200,0.1100,proportion,0,omit,omit,consistent,Consistent PEI accuracy vs misleading PEI accuracy,"table 8, p. 155",20.4,NA,NA,NA,NA,0.73,NA,no_manipulation,0,0,visual,theft_videos_brewer_et_al_2010,no_manipulation,0,0,0,text,narrative,no_manipulation,no_manipulation,0,48,0,0,recognition,text,NA,21,31,111,"This study included a laboratory session, but all the relevant parts of the procedure took place online. The postexposure retention interval is taken from the minimum delay from the initial session to the second session, which was two days.",,,0.800,0.710,0.120,0.110,NA,NA,1341,,,,,,,
504,504_01,504_01_01,5017,smith et al,,2019,journal,article,10.1080/13825585.2018.1524438,en,en,us,older_adults,lab,money,40 dollars,0,0,0,0,50,25,25,within,NA,NA,0.8700,0.3200,0.1000,0.1500,proportion,0,omit,omit,consistent,consistent vs misleading control,"table 2, p.759",70.25,NA,6.1,58,86.00,0.7,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,no_manipulation,0,0,24,text,narrative,no_manipulation,no_manipulation,1,0,0,0,cued_recall,live,NA,6,6,18,Age range and gender descriptives generalized across groups.,,,0.870,0.320,0.100,0.150,NA,NA,1342,,,,,,,
504,504_01,504_01_02,5018,smith et al,,2019,journal,article,10.1080/13825585.2018.1524438,en,en,us,older_adults,lab,money,40 dollars,0,0,0,0,50,25,25,within,NA,NA,0.8100,0.3100,0.2000,0.2000,proportion,0,omit,omit,consistent,consistent vs misleading stress,"table 2, p.759",73.48,NA,5.55,58,86.00,0.7,NA,no_manipulation,0,0,audiovisual,flashpoint_tv_show,no_manipulation,0,0,24,text,narrative,no_manipulation,no_manipulation,1,0,0,0,cued_recall,live,NA,6,6,18,Age range and gender descriptives generalized across groups.,,,0.810,0.310,0.200,0.200,NA,NA,1343,,,,,,,
505,505_01,505_01_01,5019,houston,,1999,,dissertation,,en,en,us,students,lab,course_credit,NA,0,0,0,0,306,43,57,between,NA,NA,0.5891,0.5417,NA,NA,proportion,0,omit,omit,no_misinformation,"mini clip recognition test, misleading vs. not misleading, thinking condition. No misinformation control.","table 3, p51",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,the_stunt_man_movie,no_manipulation,0,0,48,text,initial_test,no_manipulation,no_manipulation,2,0,0,0,recognition,audiovisual,NA,3,3,16,Demographics were apparently recorded but not reported.,No variance information available and insufficient inferential statistics to infer variance.,,0.589,0.542,NA,NA,NA,NA,1344,,,,,,,
505,505_01,505_01_02,5020,houston,,1999,,dissertation,,en,en,us,students,lab,course_credit,NA,0,0,0,0,306,47,53,between,NA,NA,0.6159,0.5157,NA,NA,proportion,0,omit,omit,no_misinformation,"mini clip recognition test, misleading vs. not misleading, suppression condition. No misinformation control.","table 3, p51",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,the_stunt_man_movie,no_manipulation,0,0,48,text,initial_test,no_manipulation,no_manipulation,2,0,0,0,recognition,audiovisual,NA,3,3,16,Demographics were apparently recorded but not reported.,No variance information available and insufficient inferential statistics to infer variance.,,0.616,0.516,NA,NA,NA,NA,1345,,,,,,,
505,505_01,505_01_03,5021,houston,,1999,,dissertation,,en,en,us,students,lab,course_credit,NA,0,0,0,0,306,44,57,between,NA,NA,0.5635,0.4909,NA,NA,proportion,0,omit,omit,no_misinformation,"mini clip recognition test, misleading vs. not misleading, no instruction condition. No misinformation control.","table 3, p51",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,audiovisual,the_stunt_man_movie,no_manipulation,0,0,48,text,initial_test,no_manipulation,no_manipulation,2,0,0,0,recognition,audiovisual,NA,3,3,16,Demographics were apparently recorded but not reported.,No variance information available and insufficient inferential statistics to infer variance.,,0.564,0.491,NA,NA,NA,NA,1346,,,,,,,
506,506_01,506_01_01,5022,lakshmanan krishnan,,2009,journal,article,10.101 6/j.jcps.2009.04.005,en,en,us,students,lab,course_credit,NA,0,0,0,0,191,31.83,31.83,between,0.75,0.27,NA,NA,NA,NA,proportion,0,omit,omit,consistent,"Group sizes estimated by dividing total N = 191 by 6. No misinfinformation vs misininformation correct recognition rate, no elaboration condition. Consistent control.","table 1, p.455",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,jewelquest_game,no_manipulation,0,0,0,text,questionnaire,no_manipulation,no_manipulation,1,0,0,0,recognition,text,NA,1,1,1,No demographic information available.,"A free recall test was administered first, but fine grained descriptives for correct responses were not reported, so the subsequent recognition test was prioritized.",,NA,NA,NA,NA,0.75,0.27,1347,,,,,,,
506,506_01,506_01_02,5023,lakshmanan krishnan,,2009,journal,article,10.101 6/j.jcps.2009.04.005,en,en,us,students,lab,course_credit,NA,0,0,0,0,191,31.83,31.83,between,0.82,0.08,NA,NA,NA,NA,proportion,0,omit,omit,consistent,"Group sizes estimated by dividing total N = 191 by 6. No misinfinformation vs misininformation correct recognition rate, imagination condition. Consistent control.","table 1, p.455",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,jewelquest_game,no_manipulation,0,0,0,text,questionnaire,no_manipulation,no_manipulation,1,0,0,0,recognition,text,NA,1,1,1,No demographic information available.,"A free recall test was administered first, but fine grained descriptives for correct responses were not reported, so the subsequent recognition test was prioritized.",,NA,NA,NA,NA,0.82,0.08,1348,,,,,,,
