"","id_record","id_study","id_control","id_misled","id_effect","authors","publication_year","bibtexkey","category","author","title","year","journal","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","sd_imputed","yi","vi"
"1471","026","026_04","026_04_03","246_04_03","1633","paterson",2006,"NA","NA",NA,"cowitnesses and the effect of dicussion on eyewitness memory","NA","NA","NA","en","en","au","students","lab","course_credit","NA",0,0,0,0,105,22,22,"within",NA,NA,0.898,0.216,0.148,0.235,"proportion",0,"omit","omit","consistent","comparing correct(consistent) and misleading post event item accuracy in the cowitness group","table 6.3, p.137",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","no_manipulation",0,0,"168","live","cowitness","no_manipulation","no_manipulation",2,"0",0,0,"recognition","text","NA","4","4","20","NA","the fourth experiment of the dissertation, it looks at how the medium of PEI impacts the recall accuracy.","0",3.41043620893918,0.22308039926413
"1472","026","026_04","026_04_03","246_04_03","1634","paterson",2006,"NA","NA",NA,"cowitnesses and the effect of dicussion on eyewitness memory","NA","NA","NA","en","en","au","students","lab","course_credit","NA",0,0,0,0,105,22,22,"within",NA,NA,0.649,0.216,0.146,0.235,"proportion",0,"omit","omit","no_misinformation","comparing correct(neutral) and misleading post event item accuracy in the cowitness group","table 6.3, p.137",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","no_manipulation",0,0,"168","live","cowitness","no_manipulation","no_manipulation",2,"0",0,0,"recognition","text","NA","8","4","20","NA","the fourth experiment of the dissertation, it looks at how the medium of PEI impacts the recall accuracy.","0",2.17357803487063,0.144595925837183
"1473","243","243_01","243_01_05","049_01_03","1635","paterson & kemp",2006,"Paterson_2006","article","Helen M. Paterson; Richard I. Kemp","Comparing methods of encountering post-event information: the power of co-witness suggestion","2006","Applied Cognitive Psychology","10.1002/acp.1261","en","en","au","students","lab","course_credit","NA",0,0,0,0,85,20,22,"between",NA,NA,0.569,0.216,0.295,0.235,"proportion",0,"omit","omit","no_misinformation","co-witness discussion (no pei vs mislead)","Table 2, p.1091",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","NA",0,0,"168","live","cowitness","NA","no_manipulation",2,"0",0,0,"recognition","text","NA","12","8","20","NA","Gender dist and age was generalized across conditions. They also had a control group, but we only extracted data for within","0",1.30593953737323,0.115757855874481
"1474","243","243_01","243_01_03","049_01_03","1636","paterson & kemp",2006,"Paterson_2006","article","Helen M. Paterson; Richard I. Kemp","Comparing methods of encountering post-event information: the power of co-witness suggestion","2006","Applied Cognitive Psychology","10.1002/acp.1261","en","en","au","students","lab","course_credit","NA",0,0,0,0,85,22,22,"within",NA,NA,0.898,0.216,0.148,0.235,"proportion",0,"omit","omit","consistent","co-witness discussion (correct vs mislead)","Table 2, p.1091",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","NA",0,0,"168","live","cowitness","NA","no_manipulation",2,"0",0,0,"recognition","text","NA","12","8","20","NA","Gender dist and age was generalized across conditions. They also had a control group, but we only extracted data for within","0",3.41043620893918,0.22308039926413
"1475","243","243_01","243_01_03","049_01_03","1637","paterson & kemp",2006,"Paterson_2006","article","Helen M. Paterson; Richard I. Kemp","Comparing methods of encountering post-event information: the power of co-witness suggestion","2006","Applied Cognitive Psychology","10.1002/acp.1261","en","en","au","students","lab","course_credit","NA",0,0,0,0,85,22,22,"within",NA,NA,0.644,0.216,0.146,0.235,"proportion",0,"omit","omit","no_misinformation","co-witness discussion (no pei vs mislead)","Table 2, p.1091",19.7,NA,3.6,NA,NA,0.771,"NA","no_manipulation",0,0,"audiovisual","the_arrival_movie","NA",0,0,"168","live","cowitness","NA","no_manipulation",2,"0",0,0,"recognition","text","NA","12","8","20","NA","Gender dist and age was generalized across conditions. They also had a control group, but we only extracted data for within","0",2.14847898135019,0.14336320378754
"1476","095","095_01","095_01_01",NA,"1638","roebers et al",2005,"Roebers_2005","article","Claudia M Roebers; Stefanie Schwarz; Roland Neumann","Social influence and children{\textquotesingle}s event recall and suggestibility","2005","European Journal of Developmental Psychology","10.1080/17405620444000274","en","de","de","community","field","goods","NA",0,0,0,0,251,17,18,"between",NA,NA,0.188,0.215,0.069,0.101,"proportion",0,"omit","omit","no_misinformation","8, strong social influence vs no misleading interview","Table 2, p.59",7.92,NA,0.33,NA,NA,0.552,"NA","no_manipulation",0,0,"audiovisual","gang_theft_fight_weber_1993","NA",0,0,"312","live","cowitness","NA","no_manipulation",0,"0",0,0,"free_recall","live","NA","19","19","44","strong social influence","the social influence of misleading questions was experimentally manipulated through the presence and answering behaviour of an adult confederate. they had two recall tests, data has been extracted from both","0",-0.30334034663802,0.115693590194441
"1477","205","205_01","205_01_04",NA,"1639","west",2013,"West_2013","article","R. L. West; K. R. Stone","Age Differences in Eyewitness Memory for a Realistic Event","2013","The Journals of Gerontology Series B: Psychological Sciences and Social Sciences","10.1093/geronb/gbt014","en","en","us","students","lab","NA","NA",0,0,0,0,176,24,24,"between",NA,NA,6.69,8.32,3.06,3.49,"count",0,"omit","omit","no_misinformation","comparing free recall in misled and control conditions on younger adults in the incidentall encoding condition","table 2, p.346",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"live","scripted_intrusion_west_2013","NA",0,0,"0","text","initial_test","no_manipulation","no_manipulation",1,"0",0,0,"free_recall","text","NA",NA,NA,"39","the free recall has a max score of 39.","NA","0",-0.488491766621224,0.0858190021464242
"1478","095","095_01","095_01_02",NA,"1640","roebers et al",2005,"Roebers_2005","article","Claudia M Roebers; Stefanie Schwarz; Roland Neumann","Social influence and children{\textquotesingle}s event recall and suggestibility","2005","European Journal of Developmental Psychology","10.1080/17405620444000274","en","de","de","community","field","goods","NA",0,0,0,0,251,23,20,"between",NA,NA,0.258,0.213,0.094,0.112,"proportion",0,"omit","omit","no_misinformation","9, no confederate vs no misleading interview","Table 2, p.59",9,NA,0.33,NA,NA,0.512,"NA","no_manipulation",0,0,"audiovisual","gang_theft_fight_weber_1993","NA",0,0,"312","live","interview","NA","no_manipulation",0,"0",0,0,"free_recall","live","NA","19","19","44","NA","the social influence of misleading questions was experimentally manipulated through the presence and answering behaviour of an adult confederate. they had two recall tests, data has been extracted from both","0",0.429952969445646,0.0956277905897411
"1479","145","145_01","145_01_02",NA,"1641","lehman et al",2010,"Lehman_2010","article","Elyse Brauch Lehman; Marcia J. McKinley; David W. Thompson; Ann Marie Leonard; Julie I. Liebman; Danielle D. Rothrock","Long-term stability of young children{\textquotesingle}s eyewitness accuracy, suggestibility, and resistance to misinformation","2010","Journal of Applied Developmental Psychology","10.1016/j.appdev.2009.11.007","en","en","us","community","lab","NA","NA",0,0,0,0,79,40,40,"within",NA,NA,0.211,0.211,0.082,0.156,"proportion",0,"omit","omit","neutral","4 year olds, recall, no time 1 question","Table 2, p.149",4.51,NA,NA,NA,NA,0.625,"NA","no_manipulation",0,0,"audiovisual","picture_book_lehman_et_al_2009","NA",0,0,"63","live","interview","NA","no_manipulation",0,"168",0,0,"recognition","live","NA","10","10","20","NA","Gender distribution and age generalized across each age group","0",0,0.05
"1480","265","265_01","265_01_01",NA,"1642","blank et al",2013,"Blank_2013","article","Hartmut Blank; James Ost; Jo Davies; Georgina Jones; Katie Lambert; Kelly Salmon","Comparing the influence of directly vs. indirectly encountered post-event misinformation on eyewitness remembering","2013","Acta Psychologica","10.1016/j.actpsy.2013.10.006","en","en","gb","students","lab","course_credit_or_money","course credit or 5 GBP",0,0,0,0,120,60,60,"within",NA,NA,0.27,0.21,0.24,0.19,"proportion",0,"omit","omit","consistent","students","Table 2, p.639",NA,19,NA,18,42,NA,"NA","no_manipulation",0,0,"visual","CCTV_robbery_jewellery_store_youtube_anonymous_2011","NA",0,0,"0","live","cowitness","NA","no_manipulation",0,"0",0,0,"free_recall","text","NA","3","3","NA","two tests were conducted, recall and regocnition. Free recal was first and forced choice recognition directly after. The tests were not the same, but some dependency between the measures must be assumed.","A 2 (influence type: direct vs. indirect) ◊ 2 (post-warning: yes vs. no) experimental design. With exposure to misleading details (vs. no exposure) and time of assessment (immediately vs. one week later) were within-participants factors. We did not assess the repeated test)","0",0.275435815377396,0.0336494370349692
"1481","258","258_01","258_01_01","217_01_01","1643","chan",2017,"Chan_2017","article","Jason C. K. Chan; Krista D. Manley; Kathryn Lang","Retrieval-enhanced suggestibility: A retrospective and a new investigation.","2017","Journal of Applied Research in Memory and Cognition","10.1016/j.jarmac.2017.07.003","en","en","us","students","lab","NA","NA",0,0,0,0,64,33,33,"within",NA,NA,0.45,0.21,0.21,0.17,"proportion",0,"omit","omit","neutral","comparing consistent intems to misled-tested items in the tested condition","table 2, p.1197",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",0,0,"168","audio","narrative","no_manipulation","no_manipulation",0,"1",0,0,"cued_recall","text","NA","6","6","24","imidiate recall and than a one week daley until exposure to PEI","these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.","0",1.24142869242739,0.0722814030180453
"1482","258","258_01","258_01_01","217_01_01","1644","chan",2017,"Chan_2017","article","Jason C. K. Chan; Krista D. Manley; Kathryn Lang","Retrieval-enhanced suggestibility: A retrospective and a new investigation.","2017","Journal of Applied Research in Memory and Cognition","10.1016/j.jarmac.2017.07.003","en","en","us","students","lab","NA","NA",0,0,0,0,64,33,33,"within",NA,NA,0.72,0.21,0.18,0.17,"proportion",0,"omit","omit","consistent","comparing consistent intems to misled-tested items in the tested condition","table 2, p.1197",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",0,0,"168","audio","narrative","no_manipulation","no_manipulation",0,"1",0,0,"cued_recall","text","NA","6","6","24","imidiate recall and than a one week daley until exposure to PEI","these experiments looks at how delay of the poest exposure recall influences recall accuracy on post-exposure tests.","0",2.87880273059309,0.123390190618714
"1483","046","046_02","046_02_01","026_02_01","1645","christiaansen & ochalek",1983,"Christiaansen_1983","article","Robert E. Christiaansen; Kathleen Ochalek","Editing misleading information from memory: Evidence for the coexistence of original and postevent information","1983","Memory {\&}amp$\mathsemicolon$ Cognition","10.3758/bf03196983","en","en","us","students","lab","NA","NA",0,0,0,0,122,21,21,"between",NA,NA,0.85,0.21,0.694112452380952,0.567718181818181,"proportion",0,"omit","omit","consistent","accurate control group vs biased","Table 3, p 472",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b","NA",1,0,"48","text","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","24","biased condition","they also had a neutral control group condition, I only compared with the consistent/accurate one.","1",0.990283827111735,0.106912643550465
"1484","046","046_02","046_02_02","026_02_01","1646","christiaansen & ochalek",1983,"Christiaansen_1983","article","Robert E. Christiaansen; Kathleen Ochalek","Editing misleading information from memory: Evidence for the coexistence of original and postevent information","1983","Memory {\&}amp$\mathsemicolon$ Cognition","10.3758/bf03196983","en","en","us","students","lab","NA","NA",0,0,0,0,122,22,21,"between",NA,NA,0.36,0.21,0.671815476190476,0.630019,"proportion",0,"omit","omit","neutral","neutral vs biased","Table 3, p 472",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","wallet_snatching_slides_loftus_1979b","NA",1,0,"48","text","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","24","biased condition","they also had a neutral control group condition, I only compared with the consistent/accurate one.","1",0.225905243667658,0.0936670021330878
"1485","212","212_02","212_02_01",NA,"1647","frost & weaver",1997,"Frost_1997","article","Peter Frost; Charles A. Weaver","Overcoming Misinformation Effects in Eyewitness Memory: Effects of Encoding Time and Event Cues","1997","Memory","10.1080/741941545","en","en","us","students","lab","NA","NA",0,0,0,0,96,24,24,"within",NA,NA,0.56,0.21,0.343,0.404,"proportion",0,"omit","omit","no_misinformation","numerous cues 4 sec","Fig 3, p. 733, data extracted with ruler",NA,NA,NA,NA,NA,0.625,"NA","no_manipulation",0,0,"visual","theft_slides_mccloskey_zaragoza_1985","NA",0,0,"0","text","initial_test","NA","no_manipulation",0,"168",0,0,"cued_recall","text","NA","2","2","9","numerous cues in recall 4 sec encoding","Experiment 2 was designed to examine if the effects of misleading information could be eliminated by increasing the number of event cues presented at retrieval. They increased retention interval by one week in the second experiment. gender distr was generalized across all conditions","0",0.918647765687831,0.0921241012229505
"1486","191","191_01","191_01_02",NA,"1648","huff",2018,"Huff_2018","article","Mark J. Huff; Sharda Umanath","Evaluating suggestibility to additive and contradictory misinformation following explicit error detection in younger and older adults.","2018","Journal of Experimental Psychology: Applied","10.1037/xap0000138","en","en","us","community","lab","money","15 dollars",0,0,0,0,61,29,29,"within",NA,NA,0.42,0.21,0.35,0.25,"proportion",0,"omit","omit","neutral","older  adults, neutral vs additive. neutral control.","table 2, p.184",71.73,NA,NA,65,87,NA,"NA","no_manipulation",0,0,"text","the_art_thief_story_modified_marsh_2004","no_manipulation",1,0,"0","text","initial_test","no_manipulation","no_manipulation",1,"0",0,0,"recognition","text","NA","12","12","48","NA","NA","0",0.681179865526276,0.0729655690448137
"1487","291","291_01","291_01_01",NA,"1649","powers et al",1979,"Powers_1979","article","Peter A. Powers; Joyce L. Andriks; Elizabeth F. Loftus","Eyewitness accounts of females and males.","1979","Journal of Applied Psychology","10.1037/0021-9010.64.3.339","en","en","us","students","lab","money","money (unspecified) and WPS scores",0,0,0,0,50,25,25,"between",NA,NA,2.72,0.84,0.993676428571428,1.04183285714286,"count",0,"omit","omit","consistent","NA","Table 2, p.342",NA,NA,NA,NA,NA,0.5,"NA","no_manipulation",0,0,"visual","fight_slides_powers_et_al_1979","NA",1,0,"24","text","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","20","no moderators","The overall procedure included four major phases: (a) viewing the slides, (b) filling out an accuracy questionnaire, (c) reading a suggestibility paragraph, and (d) taking a final test.","1",1.81765585267956,0.113038727987803
"1488","285","285_01","285_01_01",NA,"1650","ridley et al",2002,"Ridley_2002","article","Anne M. Ridley; Brian R. Clifford; Edmund Keogh","The effects of state anxiety on the suggestibility and accuracy of child eyewitnesses","2002","Applied Cognitive Psychology","10.1002/acp.813","en","en","gb","community","field","NA","NA",0,0,0,0,64,19,16,"between",NA,NA,2.19,1.05,0.91,0.71,"count",0,"omit","omit","neutral","low anxiety","Table 3, p.553",9.9,NA,NA,NA,NA,0.458,"NA","no_manipulation",0,0,"audiovisual","car_accident_video_juliet_bravo","NA",0,0,"0","text","questionnaire","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","5","5","12","low anxiety","I pressume that the test-type is cued_recall (they don't specifically state it), the PEI questionnaire was cued-recall. Age and gender distr generalized across all conditions","0",1.34993240996504,0.14116468625414
"1489","192","192_02","192_02_01",NA,"1651","rossi-araud",2019,"Rossi_Arnaud_2020","article","Clelia Rossi-Arnaud; Pietro Spataro; Divya Bhatia; Fabrizio Doricchi; Serena Mastroberardino; Vincenzo Cestari","Long-lasting positive effects of collaborative remembering on false assents to misleading questions","2020","Acta Psychologica","10.1016/j.actpsy.2019.102986","en","it","it","students","lab","NA","NA",0,1,1,0,52,11,11,"within",NA,NA,0.55,0.21,0.21,0.26,"proportion",0,"omit","omit","consistent","nominal, control vs misleading. consistent control.","table 1, p.6",23.7,NA,NA,18,33,0.808,"NA","no_manipulation",0,0,"audiovisual","dog_day_afternoon_movie","no_manipulation",1,0,"0","text","initial_test","no_manipulation","no_manipulation",0,"168",0,0,"recognition","text","NA","4","4","17","Age and gender descriptives across conditions taken from overall descriptives.","NA","0",1.38394031068646,0.225347517807794
"1490","234","234_01","234_01_01",NA,"1652","stein",1998,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","community","field","NA","NA",0,0,0,0,99,50,50,"within",NA,NA,4.73,1.26,0.17,0.16,"count",0,"NA","NA","no_misinformation","comparing control and misled items in the delayed testing and the delayed misiformation condition","table 3, p.58",10.29,NA,NA,7.25,13.333,NA,"NA","no_manipulation",0,0,"audio","sentences_stein_1998","NA",0,0,"168","live","sentences","no_manipulation","no_manipulation",0,"0",0,0,"recognition","text","NA","6","6","42","NA","this is a 2x2x2x2x2x2x2 experiment. Fully factorial estimates are not provided, therefore we select the estimates of most interest. Bypassing age, memory test form, and presentation to extract estimates varying on retention interval in testing and misinformation exposure. Group sizes are infered from the total sample size and rounded down. The mean age is the grand mean of the two age groups and the age range is the two mean ages repported.","0",20.8593011870815,2.2155522300669
"1491","228","228_02","228_02_02","132_02_02","1653","chan",2009,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","community","lab","money","15 usd",0,0,0,0,39,30,30,"within",NA,NA,0.38,0.208,0.23,0.23,"proportion",0,"omit","omit","no_misinformation","This is the accuracy on the consistent items for subjects who did post event recall","Figure 2, p.70. Extracted using a ruler",72.57,NA,8.56,NA,NA,0.65,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",1,0,"0","visual","narrative","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","text","NA","16","8","24","We have a standard RES moderator.","This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.","0",0.738107025812247,0.0712066831796117
"1492","228","228_02","228_02_02","132_02_02","1654","chan",2009,"NA","NA",NA,"NA","NA","NA","NA","en","en","us","community","lab","money","15 usd",0,0,0,0,39,30,30,"within",NA,NA,0.68,0.208,0.219,0.23,"proportion",0,"omit","omit","consistent","This is the accuracy on the consistent items for subjects who did post event recall","Figure 2, p.70. Extracted using a ruler",72.57,NA,8.56,NA,NA,0.65,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",1,0,"0","visual","narrative","no_manipulation","no_manipulation",0,"0",0,0,"cued_recall","text","NA","16","8","24","We have a standard RES moderator.","This is a 2 experiment study where the rifts study is divided in two parts. They examine recall enhanced suggestibility on two different memory tests.","0",2.07450310875802,0.102529692902056
"1493","095","095_01","095_01_01",NA,"1655","roebers et al",2005,"Roebers_2005","article","Claudia M Roebers; Stefanie Schwarz; Roland Neumann","Social influence and children{\textquotesingle}s event recall and suggestibility","2005","European Journal of Developmental Psychology","10.1080/17405620444000274","en","de","de","community","field","goods","NA",0,0,0,0,251,17,23,"between",NA,NA,0.188,0.207,0.069,0.091,"proportion",0,"omit","omit","no_misinformation","8, no confederate vs no misleading interview","Table 2, p.59",7.92,NA,0.33,NA,NA,0.552,"NA","no_manipulation",0,0,"audiovisual","gang_theft_fight_weber_1993","NA",0,0,"312","live","interview","NA","no_manipulation",0,"0",0,0,"free_recall","live","NA","19","19","44","NA","the social influence of misleading questions was experimentally manipulated through the presence and answering behaviour of an adult confederate. they had two recall tests, data has been extracted from both","0",-0.225844459514439,0.102939361779997
"1494","266","266_01","266_01_02","280_01_02","1656","Adams-Price",1989,NA,"dissertation",NA,NA,NA,NA,NA,"en","en","gb","community","lab","NA","NA",0,0,0,0,120,20,20,"within",NA,NA,0.73,0.2,0.678951976190476,0.565079515151515,"proportion",0,"omit","omit","consistent","young, form B, led vs misled",NA,NA,NA,NA,20,35,0.5,"NA","no_manipulation",0,0,"audiovisual","minor_theft_films_adams_price_1989","no_manipulation",1,0,"0","live","interview","no_manipulation","no_manipulation",0,"0",0,0,"recognition","live","NA","2","2","36","Age and gender information is generalized from the reported recruitment strategy for each age group","The number of test items is inferred from the fact that each participant saw both films;","1",0.831644397185547,0.108645405042126
"1495","266","266_01","266_01_02","280_01_02","1657","Adams-Price",1989,NA,"dissertation",NA,NA,NA,NA,NA,"en","en","gb","community","lab","NA","NA",0,0,0,0,120,20,20,"within",NA,NA,0.54,0.2,0.657935476190476,0.600856515151515,"proportion",0,"omit","omit","no_misinformation","young, form B, nonsuggested vs misled",NA,NA,NA,NA,20,35,0.5,"NA","no_manipulation",0,0,"audiovisual","minor_theft_films_adams_price_1989","no_manipulation",1,0,"0","live","interview","no_manipulation","no_manipulation",0,"0",0,0,"recognition","live","NA","2","2","36","Age and gender information is generalized from the reported recruitment strategy for each age group","The number of test items is inferred from the fact that each participant saw both films;","1",0.528912610815886,0.103496856873501
"1496","266","266_01","266_01_02","280_01_02","1658","Adams-Price",1989,NA,"dissertation",NA,NA,NA,NA,NA,"en","en","gb","community","lab","NA","NA",0,0,0,0,120,20,20,"within",NA,NA,0.5,0.2,0.658035476190476,0.615436515151515,"proportion",0,"omit","omit","no_misinformation","young, form B, nonmentioned vs misled",NA,NA,NA,NA,20,35,0.5,"NA","no_manipulation",0,0,"audiovisual","minor_theft_films_adams_price_1989","no_manipulation",1,0,"0","live","interview","no_manipulation","no_manipulation",0,"0",0,0,"recognition","live","NA","8","2","36","Age and gender information is generalized from the reported recruitment strategy for each age group","The number of test items is inferred from the fact that each participant saw both films;","1",0.461523697660549,0.102662551543778
"1497","261","261_02","261_02_02",NA,"1659","chan & langley",2011,"Chan_2011","article","Jason C. K. Chan; Moses M. Langley","Paradoxical effects of testing: Retrieval enhances both accurate recall and suggestibility in eyewitnesses.","2011","Journal of Experimental Psychology: Learning, Memory, and Cognition","10.1037/a0021204","en","en","us","students","lab","course_credit","NA",0,0,0,0,60,30,30,"within",NA,NA,0.81,0.2,0.294901,0.269515,"proportion",0,"omit","omit","consistent","compared initial testing vs no testing","Figure 3, p. 252 recall accuracy were extracted by using a ruler",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",1,0,"168","audio","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","8","8","24","1 initial test (vs no initial test)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.","1",2.131279478949,0.104519601811576
"1498","261","261_02","261_02_02",NA,"1660","chan & langley",2011,"Chan_2011","article","Jason C. K. Chan; Moses M. Langley","Paradoxical effects of testing: Retrieval enhances both accurate recall and suggestibility in eyewitnesses.","2011","Journal of Experimental Psychology: Learning, Memory, and Cognition","10.1037/a0021204","en","en","us","students","lab","course_credit","NA",0,0,0,0,60,30,30,"within",NA,NA,0.5,0.2,0.364790166666667,0.332902666666667,"proportion",0,"omit","omit","neutral","compared initial testing vs no testing","Figure 3, p. 252 recall accuracy were extracted by using a ruler",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","24_tv_show","NA",1,0,"168","audio","narrative","NA","no_manipulation",0,"0",0,0,"cued_recall","text","NA","8","8","24","1 initial test (vs no initial test)","They had consistent and control (neutral) conditions. Consistent items were used for the effect size extraction.","1",0.847915543330301,0.072658006405176
"1499","256","256_04","256_04_02",NA,"1661","chan & lapaglia",2011,"Chan_2011","article","Jason C. K. Chan; Jessica A. LaPaglia","The dark side of testing memory: Repeated retrieval can enhance eyewitness suggestibility.","2011","Journal of Experimental Psychology: Applied","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,113,35,35,"within",NA,NA,0.58,0.2,0.22,0.18,"proportion",0,"omit","omit","consistent","comparing misled and consistent items on non-tested induviduals in the 3-test condition","Table 5, p.426",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011","NA",3,0,"168","audio","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","12","12","36","3 initial tests, nontested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.","0",1.86962892074209,0.0821108021519659
"1500","256","256_04","256_04_02",NA,"1662","chan & lapaglia",2011,"Chan_2011","article","Jason C. K. Chan; Jessica A. LaPaglia","The dark side of testing memory: Repeated retrieval can enhance eyewitness suggestibility.","2011","Journal of Experimental Psychology: Applied","10.1037/a0025147","en","en","us","students","lab","course_credit","research credit",0,0,0,0,113,35,35,"within",NA,NA,0.25,0.2,0.21,0.18,"proportion",0,"omit","omit","neutral","comparing misled and  control items on non-tested induviduals in the 3-test condition","Table 5, p.426",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"audiovisual","government_agent_video_chan_lapaglia_2011","NA",3,0,"168","audio","narrative","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","12","12","36","3 initial tests, nontested items","They compared the ME on nontested items (items that where not in the initial tests but were mislead in the PEI phase) and tested items (items that were in the initial test and were mislead in the PEI phase). The same control ID is used for both items conditions.","0",0.252823120839185,0.0575994252173633
"1501","056","056_01","056_01_01",NA,"1663","gobbo",2002,"Gobbo_2002","article","Camilla Gobbo; Carolina Mega; Margaret-Ellen Pipe","Does the Nature of the Experience Influence Suggestibility? A Study of Children{\textquotesingle}s Event Memory","2002","Journal of Experimental Child Psychology","10.1006/jecp.2002.2662","en","it","it","community","field","NA","NA",0,0,0,0,60,10,10,"within",NA,NA,0.6,0.4,0.68,0.79,"count",0,"omit","omit","consistent","comparing  recall of leading and misled leading questions on three-year-olds in the narration condition after one week.","table 2,p. 513",3.5,NA,NA,3.167,3.97,NA,"NA","no_manipulation",0,0,"live","play_session_gobbo_et_al_2002","NA",3,0,"0","live","interview","no_manipulation","no_manipulation",0,"168",0,0,"cued_recall","live","NA","2","2","NA","NA","children are interviewed about making salt dough and building items of the salt dough. How many poat event recalls is therefore hard o to estimate but we have one recall prior to the imidiate first recall test. And in the week following they have an interview again and then another recall, making the total number of recalls prior to the final recall 3.","0",0.259857538823646,0.201688148512087
"1502","270","270_03","270_03_01","074_03_01","1664","greene et al",1982,"NA","NA",NA,"NA","NA","NA","10.1016/S0022-5371(82)90571-0","en","en","us","students","lab","course_credit","NA",0,0,0,0,36,9,9,"between",NA,NA,3.5,0.8,1.15823642857143,1.94687,"count",0,"omit","omit","consistent","5 min","Fig 6, p. 215, data extracted with ruler",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","wallet_snatching_slides_greene_et_al_1982","NA",0,1,"0","text","statement","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","20","postevent warning","They had a neutral control condition and consistent condition, I compared it with the consistent. They compared giving the warning 1 or 5 min after the event","1",1.60507755172121,0.29378538741776
"1503","270","270_03","270_03_01","074_03_01","1665","greene et al",1982,"NA","NA",NA,"NA","NA","NA","10.1016/S0022-5371(82)90571-0","en","en","us","students","lab","course_credit","NA",0,0,0,0,36,9,9,"between",NA,NA,1.2,0.8,0.708862857142857,1.05694833333333,"count",0,"omit","omit","neutral","5 min","Fig 6, p. 215, data extracted with ruler",NA,NA,NA,NA,NA,NA,"NA","no_manipulation",0,0,"visual","wallet_snatching_slides_greene_et_al_1982","NA",0,1,"0","text","statement","NA","no_manipulation",0,"0",0,0,"recognition","text","NA","4","4","20","postevent warning","They had a neutral control condition and consistent condition, I compared it with the consistent. They compared giving the warning 1 or 5 min after the event","1",0.423272745601098,0.227198883810241
