...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,misinformation_type,misinformation_type_notes,sd_imputed,yi,vi,year_raw,control_acc,precision,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub
1707,308,308_02,308_02_01,312_02_01,1869,bilgin & wang,16.335480673934626,NA,article,bilgin & wang,"The mnemonic effect of central and peripheral
misinformation on social media",NA,memory,10.1080/09658211.2024.2323935,en,en,us,students,online,course_credit,NA,1,1,1,1,225,112,112,within,NA,NA,1.29,0.48,0.77,0.64,count,0,omit,omit,consistent,"tweeted, false vs true information, peripheral information, european americans, asian setting","table 3, p383",19.83,NA,1.14,NA,NA,0.32099999999999995,NA,no_manipulation,0,0,visual,gifs_bilgin&wang2024,no_manipulation,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,peripheral,2,2,32,"european americans vs chinese, central vs peripheral info, us vs asian setting of the gif",contradictory,NA,0,1.14021354019836,0.0207591225831511,2024,-0.0030167926932341826,48.17159280188645,0.0013464147897257286,0.5138873834805471,0.8528133691084023,0.6025789488007266,0.6263261567178129,0.26739858351853935,0.10223456350445015,1.1504177499311756,-1.18017757578655,2.432829889222176
1708,308,308_02,308_02_01,312_02_01,1870,bilgin & wang,16.335480673934626,NA,article,bilgin & wang,"The mnemonic effect of central and peripheral
misinformation on social media",NA,memory,10.1080/09658211.2024.2323935,en,en,us,students,online,course_credit,NA,1,1,1,1,225,113,113,within,NA,NA,1.13,0.75,0.75,0.73,count,0,omit,omit,consistent,"tweeted, false vs true information, peripheral information, asians, asian setting","table 3, p384",19.96,NA,1.56,NA,NA,0.29600000000000004,NA,no_manipulation,0,0,visual,gifs_bilgin&wang2024,no_manipulation,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,peripheral,2,2,32,"european americans vs chinese, central vs peripheral info, us vs asian setting of the gif",contradictory,NA,0,0.51174519423039,0.0182785025305706,2024,-0.08301679269323425,54.70907686926272,0.003945887333595445,0.008842677356602269,0.8513632952192909,0.010386491179801926,0.5029025168737877,0.26738093518146794,-0.02115448623452798,1.0269595199821033,-1.3035911808683724,2.3093962146159477
1709,309,309_01,309_01_01,313_01_01,1871,szpitalak,14.335480673934626,NA,article,NA,"Reinforced self-affirmation as a method of
reducing the misinformation effect: Towards
ecological validity",NA,"Psychology, Crime & Law",10.1080/1068316X.2022.2093872,en,pl,pl,students,lab,none,no incentive,0,1,1,0,263,65,65,between,NA,NA,7.94,4,1.76,2.57,count,1,omit,omit,no_misinformation,"no initial testing, no rsa","table 1, p.367. counts are reversed manually.",19.9,NA,1.74,NA,NA,0.276,NA,no_manipulation,0,0,audiovisual,videoclip1_szpitalak_2022,no_manipulation,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,10,10,20,"263 participants which we've divided by each conditions, author do not explicitly mention n for each condition",contradictory,NA,0,-1.77832595868197,0.0429324739050852,2022,0.14598320730676584,23.292391726849768,0.0031219214601014727,-2.635688480692338,0.8739077662703648,-3.0159801553667887,0.8573625220103679,0.23927225575070055,0.38839751823933805,1.3263275257813978,-0.9339252583971344,2.6486503024178703
1710,309,309_01,309_01_02,313_01_02,1872,szpitalak,14.335480673934626,NA,article,NA,"Reinforced self-affirmation as a method of
reducing the misinformation effect: Towards
ecological validity",NA,"Psychology, Crime & Law",10.1080/1068316X.2022.2093873,en,pl,pl,students,lab,none,no incentive,0,1,1,0,263,65,65,between,NA,NA,7.68,6.82,1.39,2.2,count,1,omit,omit,no_misinformation,"no initial testing, rsa","table 1, p.367. counts are reversed manually.",19.9,NA,1.74,NA,NA,0.276,NA,no_manipulation,0,0,audiovisual,videoclip1_szpitalak_2022,no_manipulation,0,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,10,10,20,"263 participants which we've divided by each conditions, author do not explicitly mention n for each condition",contradictory,NA,0,-0.464615551090952,0.031599490808906,2022,0.11998320730676582,31.64607955385661,0.003114344722958885,-1.2818653901520118,0.8674373820213487,-1.4777612963427296,0.8172498390610597,0.23913469320752356,0.34855445292027853,1.285945225201841,-0.9739673734692716,2.6084670515913913
1711,309,309_01,309_01_03,313_01_03,1873,szpitalak,14.335480673934626,NA,article,NA,"Reinforced self-affirmation as a method of
reducing the misinformation effect: Towards
ecological validity",NA,"Psychology, Crime & Law",10.1080/1068316X.2022.2093874,en,pl,pl,students,lab,none,no incentive,0,1,1,0,263,65,65,between,NA,NA,7.66,6.12,1.64,1.98,count,1,omit,omit,no_misinformation,"initial testing, no rsa","table 1, p.367. counts are reversed manually.",19.9,NA,1.74,NA,NA,0.276,NA,no_manipulation,0,0,audiovisual,videoclip1_szpitalak_2022,no_manipulation,1,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,10,10,20,"263 participants which we've divided by each conditions, author do not explicitly mention n for each condition",contradictory,NA,0,-0.842125780774207,0.0334968301178637,2022,0.11798320730676581,29.85357111348589,0.004988831501655279,-1.6751171603710788,0.8681911418581236,-1.9294336000548826,0.8329913795968719,0.2403632537047884,0.36188805912862293,1.3040947000651208,-0.9588574075588646,2.6248401667526085
1712,309,309_01,309_01_04,313_01_04,1874,szpitalak,14.335480673934626,NA,article,NA,"Reinforced self-affirmation as a method of
reducing the misinformation effect: Towards
ecological validity",NA,"Psychology, Crime & Law",10.1080/1068316X.2022.2093874,en,pl,pl,students,lab,none,no incentive,0,1,1,0,263,65,65,between,NA,NA,7.67,6.76,1.58,2.24,count,1,omit,omit,no_misinformation,"initial testing, rsa","table 1, p.367. counts are reversed manually.",19.9,NA,1.74,NA,NA,0.276,NA,no_manipulation,0,0,audiovisual,videoclip1_szpitalak_2022,no_manipulation,1,0,0,text,narrative,NA,no_manipulation,0,0,0,0,recognition,text,NA,10,10,20,"263 participants which we've divided by each conditions, author do not explicitly mention n for each condition",contradictory,NA,0,-0.466726831788967,0.0316070535981222,2022,0.11898320730676581,31.63850742669069,0.00505074411799863,-1.3012610068838892,0.8671009019480866,-1.500703094599936,0.8345341750949222,0.24036763894821409,0.36342225970749553,1.305646090482349,-0.957316871810284,2.6263852220001285
1713,310,310_01,310_01_01,314_01_01,1875,torrance & thomas,17.335480673934626,NA,article,NA,Timing of testing affects earwitness memory,NA,Memory & Cognition,10.3758/s13421-024-01650-4,en,en,us,prolific,online,money,$8 per hour.,0,1,1,1,158,56,56,within,NA,NA,0.6473214,0.5758929,0.2601433,0.3230524,proportion,0,omit,omit,neutral,single test,NA,37,NA,12.64,18,65,0.10999999999999999,NA,no_manipulation,0,0,audio,audio-narrative_torrance&thomas2025,no_manipulation,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,4,4,10,NA,contradictory,NA,0,0.24187775986617,0.0359754680835619,2025,-6.953926932341536e-4,27.796719633425017,0.004143511184367502,-0.39267008847440954,0.8692452866047707,-0.4517368049335758,0.6345478483405795,0.24170565200992847,0.16081347554134845,1.1082822211398107,-1.157994478480953,2.427090175162112
1714,310,310_01,310_01_02,314_01_02,1876,torrance & thomas,17.335480673934626,NA,article,NA,Timing of testing affects earwitness memory,NA,Memory & Cognition,10.3758/s13421-024-01650-4,en,en,us,prolific,online,money,$8 per hour.,0,1,1,1,158,52,52,within,NA,NA,0.7163462,0.5625,0.2573853,0.3353188,proportion,0,omit,omit,neutral,repeated listen,NA,37,NA,12.64,18,65,0.10999999999999999,NA,no_manipulation,0,0,audio,audio-narrative_torrance&thomas2025,no_manipulation,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,4,4,10,NA,contradictory,NA,0,0.510907494674717,0.0397164734043981,2025,0.06832940730676584,25.178469140950025,0.004439399947115413,-0.23013150435968577,0.8713418550418972,-0.264111614779047,0.7410389990344027,0.24189536471609852,0.2669327961636687,1.2151452019051368,-1.0516016311745022,2.5336796292433075
1715,310,310_01,310_01_03,314_01_03,1877,torrance & thomas,17.335480673934626,NA,article,NA,Timing of testing affects earwitness memory,NA,Memory & Cognition,10.3758/s13421-024-01650-4,en,en,us,prolific,online,money,$8 per hour.,0,1,1,1,158,50,50,within,NA,NA,0.73,0.54,0.3106938,0.3825265,proportion,0,omit,omit,neutral,interpolated test,NA,37,NA,12.64,18,65,0.10999999999999999,NA,no_manipulation,0,0,audio,audio-narrative_torrance&thomas2025,no_manipulation,1,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,4,4,10,NA,contradictory,NA,0,0.541061554217584,0.0414637380272617,2025,0.08198320730676578,24.11745895516022,0.005937967455324154,-0.2398695975200108,0.8719862745325119,-0.27508414355330235,0.7809311517375948,0.24318140855905154,0.30430434925213334,1.2575579542230562,-1.0123777581613074,2.574240061636497
1716,310,310_02,310_02_01,314_02_01,1878,torrance & thomas,17.335480673934626,NA,article,NA,Timing of testing affects earwitness memory,NA,Memory & Cognition,10.3758/s13421-024-01650-4,en,en,us,prolific,online,money,$8 per hour.,0,1,1,1,129,70,70,within,NA,NA,0.5821429,0.4571429,0.2749223,0.2947961,proportion,0,omit,omit,neutral,single test,NA,37,NA,11.98,18,65,0.08999999999999997,NA,no_manipulation,0,0,audio,audio-narrative_torrance&thomas2025,no_manipulation,0,0,24,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,4,4,10,NA,contradictory,NA,0,0.436158082019883,0.0292508352589688,2025,-0.06587389269323418,34.18705794711907,0.004395103008171723,-0.09806027174331872,0.8653891955706449,-0.11331349206255915,0.5342183537632017,0.24163174018152522,0.06062884548567249,1.007807862040731,-1.2582856936034494,2.326722401129853
1717,310,310_02,310_02_02,314_02_02,1879,torrance & thomas,17.335480673934626,NA,article,NA,Timing of testing affects earwitness memory,NA,Memory & Cognition,10.3758/s13421-024-01650-4,en,en,us,prolific,online,money,$8 per hour.,0,1,1,1,129,59,59,within,NA,NA,0.5677966,0.3262712,0.2855368,0.3088293,proportion,0,omit,omit,neutral,interpolated test,NA,37,NA,11.98,18,65,0.08999999999999997,NA,no_manipulation,0,0,audio,audio-narrative_torrance&thomas2025,no_manipulation,1,0,24,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,4,4,10,NA,contradictory,NA,0,0.806828745300112,0.0366566636620447,2025,-0.08022019269323422,27.280169554422024,0.005788893840486316,0.2759166670586767,0.8692904469724378,0.3174044624781492,0.5309120782414353,0.24294918168023555,0.05474043207469537,1.0070837244081752,-1.2622759136011426,2.3241000700840133
1718,310,310_03,310_03_01,314_03_01,1880,torrance & thomas,17.335480673934626,NA,article,NA,Timing of testing affects earwitness memory,NA,Memory & Cognition,10.3758/s13421-024-01650-4,en,en,us,prolific,online,money,$8 per hour.,0,1,1,1,143,69,69,within,NA,NA,0.6014493,0.3731884,0.3357357,0.3310611,proportion,0,omit,omit,neutral,delay test 1,NA,35,NA,11.72,19,65,0.08999999999999997,NA,no_manipulation,0,0,audio,audio-narrative_torrance&thomas2025,no_manipulation,1,0,24,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,4,4,10,NA,contradictory,NA,0,0.680848571167859,0.0306650535393526,2025,-0.046567492693234236,32.610411024285206,0.005697748227734504,0.09801725886918611,0.8658390188210454,0.11320494542120497,0.5828313122986729,0.242943140345543,0.10667150693034894,1.0589911176669968,-1.2103535353184585,2.376016159915804
1719,310,310_03,310_03_02,314_03_02,1881,torrance & thomas,17.335480673934626,NA,article,NA,Timing of testing affects earwitness memory,NA,Memory & Cognition,10.3758/s13421-024-01650-4,en,en,us,prolific,online,money,$8 per hour.,0,1,1,1,143,74,74,within,NA,NA,0.6824324,0.6452703,0.3077128,0.3151613,proportion,0,omit,omit,neutral,delay test 2,NA,35,NA,11.72,19,65,0.12,NA,no_manipulation,0,0,audio,audio-narrative_torrance&thomas2025,no_manipulation,1,0,0,audio,narrative,NA,no_manipulation,0,24,0,0,cued_recall,text,NA,4,4,10,NA,contradictory,NA,0,0.118701912509228,0.0270746288649775,2025,0.03441560730676585,36.93494765845357,0.005963858573019916,-0.5840073447656171,0.8637349988726392,-0.6761418091519655,0.7027092572748451,0.24304321221143121,0.22635331465351455,1.1790651998961756,-1.0905276823251429,2.495946196874833
1720,311,311_01,311_01_01,315_01_01,1882,sharma et al,16.335480673934626,NA,article,NA,Distress reactions and susceptibility to misinformation for an analogue trauma event,NA,Cognitive Research: Principles and Implications,10.1186/s41235-024-00582-6,en,en,us,mturk,online,money,6usd,1,1,1,1,199,199,199,within,NA,NA,0.614,0.443,0.217,0.238,proportion,0,omit,omit,no_misinformation,"cued recall, no misinformation control condition",data extracted from open data,40.15,NA,10.97,20,72,0.0020000000000000018,NA,no_manipulation,0,0,audiovisual,trauma_film_taylor2021,traumatic,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,6,6,18,"participant descriptives are based of a sample size of 243, they don't report descriptives for final sample of 199",contradictory,NA,0,0.749425945343702,0.0107558282004451,2024,-0.03401679269323421,92.97284982281678,-0.002773840054492921,0.17092644906544885,0.8469357310050638,0.2018174966624792,0.5784994962782531,0.26737467748829935,0.05445475802317412,1.1025442345333323,-1.2279906435144081,2.384989636070914
1721,311,311_01,311_01_01,315_01_01,1883,sharma et al,16.335480673934626,NA,article,NA,Distress reactions and susceptibility to misinformation for an analogue trauma event,NA,Cognitive Research: Principles and Implications,10.1186/s41235-024-00582-6,en,en,us,mturk,online,money,6usd,1,1,1,1,199,199,199,within,NA,NA,0.726,0.443,0.22,0.238,proportion,0,omit,omit,consistent,"cued recall, consistent control condition",data extracted from open data,40.15,NA,10.97,20,72,0.0020000000000000018,NA,no_manipulation,0,0,audiovisual,trauma_film_taylor2021,traumatic,0,0,0,audio,narrative,NA,no_manipulation,0,0,0,0,cued_recall,text,NA,6,6,18,"participant descriptives are based of a sample size of 243, they don't report descriptives for final sample of 199",contradictory,NA,0,1.23251409076518,0.0119586570149934,2024,0.07798320730676578,83.62142996042368,9.675644306932742e-4,0.48122149870529185,0.8475861387576249,0.5677552719428103,0.7512925920598881,0.2675629212270207,0.22687890285660006,1.275706281263176,-1.0553046112201003,2.5578897953398765
1722,311,311_01,311_01_01,315_01_01,1884,sharma et al,16.335480673934626,NA,article,NA,Distress reactions and susceptibility to misinformation for an analogue trauma event,NA,Cognitive Research: Principles and Implications,10.1186/s41235-024-00582-6,en,en,us,mturk,online,money,6usd,1,1,1,1,199,199,199,within,NA,NA,0.65,0.492,0.216,0.245,proportion,0,omit,omit,no_misinformation,"recognition, no misinformation control condition",data extracted from open data,40.15,NA,10.97,20,72,0.0020000000000000018,NA,no_manipulation,0,0,audiovisual,trauma_film_taylor2021,traumatic,0,0,0,audio,narrative,NA,no_manipulation,1,0,0,0,recogniton,text,NA,6,6,18,"participant descriptives are based of a sample size of 243, they don't report descriptives for final sample of 199",contradictory,NA,0,0.682817480884059,0.0106359795379408,2024,0.001983207306765822,94.0204892678467,0.05334790336248928,0.07047130067354601,0.8467850234788603,0.0832221859380881,0.612346180210513,0.26762777502430724,0.0878053799002827,1.1368869805207433,-1.1942879246002456,2.418980285021272
1723,311,311_01,311_01_01,315_01_01,1885,sharma et al,16.335480673934626,NA,article,NA,Distress reactions and susceptibility to misinformation for an analogue trauma event,NA,Cognitive Research: Principles and Implications,10.1186/s41235-024-00582-6,en,en,us,mturk,online,money,6usd,1,1,1,1,199,199,199,within,NA,NA,0.78,0.492,0.188,0.245,proportion,0,omit,omit,consistent,"recognition, consistent control condition",data extracted from open data,40.15,NA,10.97,20,72,0.0020000000000000018,NA,no_manipulation,0,0,audiovisual,trauma_film_taylor2021,traumatic,0,0,0,audio,narrative,NA,no_manipulation,1,0,0,0,recogniton,text,NA,6,6,18,"participant descriptives are based of a sample size of 243, they don't report descriptives for final sample of 199",contradictory,NA,0,1.31637600213581,0.0122271931896973,2024,0.13198320730676583,81.78491862241985,0.053332484950137496,0.5034664071787565,0.8476173481561825,0.5939784128698454,0.8129095949570535,0.26796557000664756,0.28770672864727787,1.3381124612668291,-0.9939168461421679,2.619736036056275
1724,311,311_01,311_01_01,315_01_01,1886,sharma et al,16.335480673934626,NA,article,NA,Distress reactions and susceptibility to misinformation for an analogue trauma event,NA,Cognitive Research: Principles and Implications,10.1186/s41235-024-00582-6,en,en,us,mturk,online,money,6usd,1,1,1,1,199,199,199,within,NA,NA,0.626,0.193,0.29,0.248,proportion,0,omit,omit,no_misinformation,"source monitoring, no misinformation control condition",data extracted from open data,40.15,NA,10.97,20,72,0.0020000000000000018,NA,no_manipulation,0,0,audiovisual,trauma_film_taylor2021,traumatic,0,0,0,audio,narrative,NA,no_manipulation,2,0,0,0,source_monitoring,text,NA,18,18,36,"participant descriptives are based of a sample size of 243, they don't report descriptives for final sample of 199",contradictory,NA,0,1.6017411253767,0.0132733349657324,2024,-0.0220167926932342,75.33901634982371,0.022321207074183304,1.048115991116946,0.8472660514674382,1.2370565176093649,0.5536251342597541,0.27101124591263714,0.022452852865657458,1.084797415653851,-1.2549454974814238,2.362195766000932
1725,311,311_01,311_01_01,315_01_01,1887,sharma et al,16.335480673934626,NA,article,NA,Distress reactions and susceptibility to misinformation for an analogue trauma event,NA,Cognitive Research: Principles and Implications,10.1186/s41235-024-00582-6,en,en,us,mturk,online,money,6usd,1,1,1,1,199,199,199,within,NA,NA,0.719,0.193,0.245,0.248,proportion,0,omit,omit,consistent,"source monitoring, consistent control condition",data extracted from open data,40.15,NA,10.97,20,72,0.0020000000000000018,NA,no_manipulation,0,0,audiovisual,trauma_film_taylor2021,traumatic,0,0,0,audio,narrative,NA,no_manipulation,2,0,0,0,source_monitoring,text,NA,18,18,36,"participant descriptives are based of a sample size of 243, they don't report descriptives for final sample of 199",contradictory,NA,0,2.12979039956599,0.0157487526960847,2024,0.07098320730676577,63.49709207438441,0.023406168417623448,1.4326852839875568,0.8486799926887038,1.6881336856412337,0.6971051155784331,0.2711540984764824,0.16565284830410054,1.2285573828527658,-1.1115477670572322,2.5057579982140985
1726,312,312_01,312_01_01,400_01_01,1888,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.33,0.59,0.47,0.5,proportion,1,omit,omit,no_misinformation,imidiate testing central details negative/high,"table 1, page 8",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,negative,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,central,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,0.526190992015417,0.0940554200008883,2023,-0.3180167926932342,10.632029499103353,-4.067069760528241e-4,0.38352544441021597,0.9024064632404443,0.4250029892660758,0.142665547605201,0.24031545417921465,-0.32834408751444527,0.6136751827248472,-1.6491586105785243,1.9344897057889263
1727,312,312_01,312_01_01,400_01_01,1889,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.22,0.67,0.42,0.47,proportion,1,omit,omit,no_misinformation,imidiate testing central details negative/low,"table 1, page 8",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,negative,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,central,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,0.991488400039636,0.10208010508424,2023,-0.4280167926932342,9.796228159980496,0.0012677118875074767,1.0185303572199693,0.9066263192271942,1.1234290640141154,-0.027041957180333406,0.24112723774677544,-0.4996426588556403,0.44555874449497346,-1.819285010088969,1.7652010957283024
1728,312,312_01,312_01_01,400_01_01,1890,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.22,0.59,0.42,0.5,proportion,1,omit,omit,no_misinformation,imidiate testing central detail neutral,"table 1, page 8",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,neutral,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,central,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,0.786914471856371,0.0979458452956476,2023,-0.4280167926932342,10.2097235159033,0.0013212215618005568,0.8139564290367044,0.9043434209009636,0.900052358677846,-0.027041957180333406,0.24112723774677544,-0.4996426588556403,0.44555874449497346,-1.819285010088969,1.7652010957283024
1729,312,312_01,312_01_01,400_01_01,1891,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.35,0.52,0.48,0.51,proportion,1,omit,omit,no_misinformation,imidiate testing peripheral detail negative/high,"table 1, page 8",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,negative,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,peripheral,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,0.337103934802337,0.0922004438961275,2023,-0.2980167926932342,10.845934767153555,-5.760756675303567e-4,0.16358247723612984,0.9014088339295103,0.181474233531776,0.17352145756620718,0.24020008414771452,-0.2972620564468036,0.644304971579218,-1.6182432743508246,1.965286189483239
1730,312,312_01,312_01_01,400_01_01,1892,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.2,0.54,0.4,0.54,proportion,1,omit,omit,no_misinformation,imidiate testing peripheral detail negative/low,"table 1, page 8",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,negative,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,peripheral,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,0.70264564151612,0.0965194420175182,2023,-0.4480167926932342,10.360606931591054,0.0018184359138509304,0.7605435086574596,0.9035064680098829,0.841768748299808,-0.057897867141339585,0.2413069139010011,-0.5308507276078094,0.4150549933251302,-1.8502338138038759,1.7344380795211969
1731,312,312_01,312_01_01,400_01_01,1893,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.28,0.5,0.46,0.5,proportion,1,omit,omit,no_misinformation,imidiate testing peripheral detail neutral,"table 1, page 8",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,neutral,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,peripheral,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,0.449701345554226,0.0932071738658327,2023,-0.3680167926932342,10.72878790895916,2.1383294041978527e-4,0.3841755728515405,0.9018478562726746,0.42598712208435374,0.06552577270268546,0.24064733619305986,-0.40613433921121406,0.537185884616585,-1.7264694836096481,1.857521029015019
1732,312,312_01,312_01_01,400_01_01,1894,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.09,0.59,0.29,0.5,proportion,1,omit,omit,no_misinformation,"imidiate testing major detail, negative/high","table 2, page 9",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,negative,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,central,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,1.20134065045198,0.107309310891232,2023,-0.5580167926932342,9.318855854116828,0.0047994166111703955,1.428946022378854,0.9091485757740858,1.5717409238222604,-0.22760537192687402,0.2424699991210963,-0.7028378375356812,0.2476270936819332,-2.0205441979451795,1.5653334540914317
1733,312,312_01,312_01_01,400_01_01,1895,"Shah, D., Knott, L.",15.335480673934626,NA,article,Shah,The detrimental effects of delay on the endorsement of misleading details for emotionally salient events,NA,NA,10.3389/fpsyg.2023.1212709,en,en,gb,prolific,online,course credit or money,it is not clear what the student/population break down in. They indicate that participation was rewarded in return for course credit or a small fee,0,0,0,0,46,22,22,within,NA,NA,0.18,0.45,0.4,0.51,proportion,1,omit,omit,no_misinformation,"imidiate testing major detail, negative/low","table 2, page 9",35.48,NA,14.63,18,60,0.15000000000000002,NA,NA,0,0,visual,IAPS,negative,0,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,central,2,2,14,"the idea was to manipulate the valence of the event pictures, to be negative or neutral and either high or low in arousal. demographics are calculated across both conditions.",mixed,NA,0,0.578524598579567,0.0947123944450187,2023,-0.4680167926932342,10.558280210944387,0.0023906857550640174,0.6672783756819128,0.902455207395213,0.7394033190942528,-0.08875377710234587,0.24149640888609958,-0.5620780409148597,0.3845704867101679,-1.8811877636661278,1.703680209461436
