...1,id_record,id_study,id_control,id_misled,id_effect,authors,publication_year,bibtexkey,category,author,title,year,journal,doi,language_record,language_materials,country,population,modality,incentives,incentive_notes,preregistered,open_data,open_data_claimed,open_materials,n_total,n_control,n_mi,within_between,accuracy_control_prop,accuracy_mi_prop,accuracy_control_mean,accuracy_mi_mean,accuracy_control_sd,accuracy_mi_sd,accuracy_type,accuracy_reverse,test_statistic,statistic_type,control_type,notes_comparison,notes_source,age_mean,age_median,age_sd,age_min,age_max,gender_female_prop,neuro_condition,preevent_valence,preevent_warning,preevent_alcohol,event_medium,event_materials,event_valence,postevent_recall,postevent_warning,postevent_retention_interval,exposure_medium,exposure_method,exposure_credibility,exposure_valence,postexposure_recall,postexposure_retention_interval,postexposure_warning,postexposure_correction,test_type,test_medium,item_centrality,items_control,items_misled,items_total,notes_moderators,notes_general,sd_imputed,yi,vi,year_raw,control_acc,leverage,resid,se,z,pred,se_pred,ci.lb,ci.ub,pi.lb,pi.ub,p,p2,p_log
1319,221,221_01,221_01_02,NA,1431,saunders & macleod,-3.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//1076-898X.8.2.127,en,en,gb,students,lab,NA,NA,0,0,0,0,100,25,25,within,NA,NA,0.89,0.6,0.188617878787879,0.262307543859649,proportion,0,omit,omit,missing,"rp- misinfo, noncritical item error REVERSED","Table 2, p.132",NA,NA,NA,NA,NA,0.07999999999999996,NA,no_manipulation,0,0,visual,burglary_narrative_saunders_macleod_2002,NA,2,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,NA,1,NA,rp- misinfo,control items - new items at the test. gender distr generalized across conditions,1,1.24944946837697,0.095611239740275,2002,0.23822771375437546,0.002243029380770872,0.024123894959346526,0.8953955909234121,0.02694216411593875,1.0367590854255135,0.26350307970889747,0.5203025393806875,1.5532156314703396,-0.7906466887237389,2.8641648595747657,0.9999733621013556,0.49997336210135557,4.574500037877202
1320,221,221_02,221_02_02,NA,1432,saunders & macleod,-3.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//1076-898X.8.2.127,en,en,gb,students,lab,NA,NA,0,0,0,0,90,30,30,within,NA,NA,0.92,0.57,0.176038666666667,0.293539,proportion,0,omit,omit,missing,delayed-retrieval-practice misinfo vs noncritical error (reversed),"Table 4, p. 135",NA,NA,NA,NA,NA,0.08899999999999997,NA,no_manipulation,0,0,visual,burglary_narrative_saunders_macleod_2002,NA,2,0,24,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,NA,1,NA,NA,control items - new items at the test. gender distr generalized across conditions,1,1.42732149889233,0.0836437221766687,2002,0.2682277137543755,1.0151427704616643e-4,-0.7078628056701107,0.8934846796823513,-0.792249516714453,0.750512427355741,0.2570803518138259,0.24664419666775594,1.254380658043726,-1.0733756430417047,2.5744004977531865,0.9999995996653973,0.4999995996653973,6.397576870279549
1321,221,221_02,221_02_03,NA,1433,saunders & macleod,-3.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//1076-898X.8.2.127,en,en,gb,students,lab,NA,NA,0,0,0,0,90,30,30,within,NA,NA,0.94,0.5,0.14394,0.252695555555556,proportion,0,omit,omit,missing,no delay misinfo vs noncritical error (reversed),"Table 4, p. 135",NA,NA,NA,NA,NA,0.08899999999999997,NA,no_manipulation,0,0,visual,burglary_narrative_saunders_macleod_2002,NA,2,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,NA,1,NA,NA,control items - new items at the test. gender distr generalized across conditions,1,2.11187672669453,0.10383352757295,2002,0.2882277137543754,0.0010822548478959819,-0.21794893519243752,0.8967279766489669,-0.2430491083894841,1.1022335324382575,0.25802242094440286,0.5965188801833946,1.6079481846931203,-0.7221654943502174,2.926632559226732,0.9999999999719731,0.4999999999719731,10.552424717194981
1322,221,221_01,221_01_04,NA,1434,saunders & macleod,-3.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//1076-898X.8.2.127,en,en,gb,students,lab,NA,NA,0,0,0,0,100,25,25,within,NA,NA,0.91,0.24,0.208495333333333,0.278840846889952,proportion,0,omit,omit,missing,control misinfo and error noncritical REVERSED,"Table 2, p.132",NA,NA,NA,NA,NA,0.08899999999999997,NA,no_manipulation,0,0,visual,burglary_narrative_saunders_macleod_2002,NA,2,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,NA,1,NA,NA,control items - new items at the test. gender distr generalized across conditions,1,2.67865357358902,0.151751849673012,2002,0.2582277137543755,5.542246395458195e-4,-0.21423410111175367,0.8987171941207454,-0.23837765930510357,0.9469281094148086,0.2574612691522549,0.44231329446241585,1.4515429243672013,-0.8771663538493378,2.7710225726789552,0.9999999999969269,0.4999999999969269,11.512423684406283
1323,221,221_02,221_02_01,NA,1435,saunders & macleod,-3.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//1076-898X.8.2.127,en,en,gb,students,lab,NA,NA,0,0,0,0,90,30,30,within,NA,NA,0.94,0.2,0.13511,0.229781222222222,proportion,0,omit,omit,missing,delayed misinfo vs noncritical error (reversed),"Table 4, p. 135",NA,NA,NA,NA,NA,0.08899999999999997,NA,no_manipulation,0,0,visual,burglary_narrative_saunders_macleod_2002,NA,2,0,0,text,questionnaire,NA,no_manipulation,0,24,0,0,recognition,text,NA,NA,1,NA,NA,control items - new items at the test. gender distr generalized across conditions,1,3.87499196845668,0.191796356296698,2002,0.2882277137543754,0.00476137565809606,-0.13390032802662266,0.8896780323655925,-0.15050425339894133,0.9376747108199367,0.2647733064493072,0.41872856611170783,1.4566208555281657,-0.8904362268829727,2.7657856485228463,1,0.5,Inf
1324,221,221_01,221_01_03,NA,1436,saunders & macleod,-3.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//1076-898X.8.2.127,en,en,gb,students,lab,NA,NA,0,0,0,0,100,25,25,within,NA,NA,0.86,0.2,0.181944666666667,0.240022210526316,proportion,0,omit,omit,missing,"nrp misinfo, noncritical item error REVERSED","Table 2, p.132",NA,NA,NA,NA,NA,0.07999999999999996,NA,no_manipulation,0,0,visual,burglary_narrative_saunders_macleod_2002,NA,2,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,NA,1,NA,nrp misinfo,control items - new items at the test. gender distr generalized across conditions,1,3.05027453815199,0.173041747580983,2002,0.20822771375437543,7.784771728804853e-4,-0.0342930524405336,0.8953290634645145,-0.03830217719933625,1.0337164340455596,0.257746646887133,0.5285422890108161,1.5388905790803031,-0.7905328406570675,2.8579657087481865,0.9999999999998872,0.4999999999998872,12.947696062243104
1325,221,221_01,221_01_01,NA,1437,saunders & macleod,-3.573991031390051,NA,NA,NA,NA,NA,NA,10.1037//1076-898X.8.2.127,en,en,gb,students,lab,NA,NA,0,0,0,0,100,25,25,within,NA,NA,0.85,0.16,0.162123,0.192200877192982,proportion,0,omit,omit,missing,"rp+ misinfo, noncritical item error REVERSED","Table 2, p.132",NA,NA,NA,NA,NA,0.07999999999999996,NA,no_manipulation,0,0,visual,burglary_narrative_saunders_macleod_2002,NA,2,0,0,text,questionnaire,NA,no_manipulation,0,0,0,0,recognition,text,NA,NA,1,NA,rp+ misinfo,control items - new items at the test. gender distr generalized across conditions,1,3.81977625593199,0.225906906453818,2002,0.19822771375437542,0.009216290064788085,-0.17892005838637792,0.8867457050321543,-0.2017715534127003,0.5295690028436819,0.2675397938395532,0.005200642486886675,1.0539373632004772,-1.3000885270740759,2.35922653276144,0.9999999999999996,0.49999999999999956,15.35252977886304
1326,222,222_01,222_01_02,NA,1438,schaaf,-5.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,community,lab,goods,children recieved a baloon animal after each session and the parents got 10 USD,0,0,0,0,60,15,15,between,NA,NA,0.79,0.7,0.1,0.29,proportion,0,NA,NA,no_misinformation,comparing control and misled 6-year-olds on correct cued retrival.,"table 1, p.71",6,NA,NA,NA,NA,0,NA,no_manipulation,0,0,live,play_session_schaaf_2000,NA,0,0,0,live,childrens_story,no_manipulation,no_manipulation,1,336,0,0,cued_recall,live,NA,5,5,5,children did the un-cued retention first and then the cued-retention. Cued-retention occurs in the same room as the event.,a study looking at childrens recall of a play session,0,0.403687437462369,0.136049392452749,2000,0.13822771375437548,0.009250660133635898,0.11868488872968908,0.8882627034056757,0.13361462580230038,0.594823382265299,0.2676620906666601,0.07021532453195067,1.1194314399986474,-1.2349028578264347,2.4245496223570324,0.863121722947834,0.36312172294783396,0.8636654700906138
1327,222,222_01,222_01_04,NA,1439,schaaf,-5.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,community,lab,goods,children recieved a baloon animal after each session and the parents got 10 USD,0,0,0,0,60,15,15,between,NA,NA,0.9,0.68,0.14,0.22,proportion,0,NA,NA,no_misinformation,comparing control and misled 6-year-olds on correct un-cued retrival.,"table 2, p.72",6,NA,NA,NA,NA,0,NA,no_manipulation,0,0,live,play_session_schaaf_2000,NA,0,0,0,live,childrens_story,no_manipulation,no_manipulation,0,336,0,0,cued_recall,live,NA,5,5,5,children did the un-cued retention first and then the cued-retention. Cued-retention occurs in the same room as the event.,a study looking at childrens recall of a play session,0,1.16082235030069,0.15579180881596,2000,0.24822771375437547,-2.3652743172004933e-5,-0.4364544026409744,0.8918437785005408,-0.4893843665925285,0.8053261060698994,0.25714961155117916,0.3013221287911233,1.3093300833486756,-1.0185994704145966,2.6292516825543957,0.9983641710776514,0.4983641710776514,2.78626211751369
1328,222,222_01,222_01_01,NA,1440,schaaf,-5.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,community,lab,goods,children recieved a baloon animal after each session and the parents got 10 USD,0,0,0,0,60,15,15,between,NA,NA,0.88,0.67,0.19,0.37,proportion,0,NA,NA,no_misinformation,comparing control and misled 4-year-olds on correct cued retrival.,"table 1, p.71",4,NA,NA,NA,NA,0,NA,no_manipulation,0,0,live,play_session_schaaf_2000,NA,0,0,0,live,childrens_story,no_manipulation,no_manipulation,1,336,0,0,cued_recall,live,NA,5,5,5,children did the un-cued retention first and then the cued-retention. Cued-retention occurs in the same room as the event.,a study looking at childrens recall of a play session,0,0.694694371293775,0.141376671158454,2000,0.22822771375437545,0.001847314676124113,-0.196585366119857,0.8895194611515622,-0.22100175960777713,0.890589275521091,0.26308299657115153,0.3749560772967595,1.4062224737454225,-0.9365839769518455,2.7177625279940276,0.9676689461095912,0.4676689461095912,1.490380138527039
1329,222,222_01,222_01_03,NA,1441,schaaf,-5.573991031390051,NA,NA,NA,NA,NA,NA,NA,en,en,us,community,lab,goods,children recieved a baloon animal after each session and the parents got 10 USD,0,0,0,0,60,15,15,between,NA,NA,0.78,0.62,0.18,0.4,proportion,0,NA,NA,no_misinformation,comparing control and misled 4-year-olds on correct un-cued retrival.,"table 2, p.72",4,NA,NA,NA,NA,0,NA,no_manipulation,0,0,live,play_session_schaaf_2000,NA,0,0,0,live,childrens_story,no_manipulation,no_manipulation,0,336,0,0,cued_recall,live,NA,5,5,5,children did the un-cued retention first and then the cued-retention. Cued-retention occurs in the same room as the event.,a study looking at childrens recall of a play session,0,0.501897445987602,0.137531684104815,2000,0.12822771375437547,0.004928800686275516,-0.19315952488071997,0.893022329537725,-0.21629865065155698,0.528904569425396,0.2604048775076836,0.018520388111771813,1.0392887507390203,-1.2967943411227414,2.3546034799735334,0.9120298089454906,0.41202980894549057,1.055664464823249
1330,223,223_01,223_01_04,291_01_04,1442,schacter et al,-8.573991031390051,NA,article,NA,alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults,NA,NA,NA,en,en,us,community,lab,money,NA,0,0,0,0,32,16,16,within,NA,NA,0.95,0.9,0.11,0.11,proportion,0,omit,omit,consistent,"young thrice, overall recognition shown in photograph vs false alarms shown in photograph (reversed)","table 1, p207",17.8,NA,1.5,16,22,NA,NA,no_manipulation,0,0,audiovisual,video_kitchen_cleaning_schacter_et_al_1997,NA,0,0,0,visual,photography,NA,no_manipulation,0,47.7,0,0,recognition,text,NA,16,8,40,"were exposed to misinfo and consistent info thrice (during 1hour), compared to once","The experimental design was a 2 X 2 X 2 mixed factor factorial. There were two between-subjects variables, including age (old or young) and repetition of photo viewing (participants were shown the photographs either once or three times) and exposure to misinfo & consistent info as within subject ",0,0.443070171915635,0.128067362144396,1997,0.2982277137543754,0.0020395932219291844,0.02338916144439873,0.8948660035447654,0.026137054432450228,0.9715047060038963,0.2632909756871538,0.4554638762026638,1.4875455358051286,-0.8557836230409267,2.7987930350487193,0.8921592175254861,0.3921592175254861,0.9672169696298722
1331,223,223_01,223_01_03,291_01_03,1443,schacter et al,-8.573991031390051,NA,article,NA,alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults,NA,NA,NA,en,en,us,community,lab,money,NA,0,0,0,0,32,16,16,within,NA,NA,0.96,0.84,0.08,0.16,proportion,0,omit,omit,consistent,"young once, overall recognition shown in photograph vs false alarms shown in photograph (reversed)","table 1, p207",17.8,NA,1.5,16,22,NA,NA,no_manipulation,0,0,audiovisual,video_kitchen_cleaning_schacter_et_al_1997,NA,0,0,0,visual,photography,NA,no_manipulation,0,47.7,0,0,recognition,text,NA,16,8,40,"were exposed to misinfo and consistent info once, compared to thrice","The experimental design was a 2 X 2 X 2 mixed factor factorial. There were two between-subjects variables, including age (old or young) and repetition of photo viewing (participants were shown the photographs either once or three times) and exposure to misinfo & consistent info as within subject ",0,0.924733198313614,0.138361429500989,1997,0.3082277137543754,0.012065760071075135,-0.039195362181860094,0.8866831663216307,-0.04420447310899165,0.5140102338977751,0.26911066993376004,-0.013436987027840464,1.0414574548233908,-1.3165320546887607,2.3445525224843107,0.9935414125974809,0.49354141259748086,2.1898624588432365
1332,223,223_01,223_01_01,291_01_01,1444,schacter et al,-8.573991031390051,NA,article,NA,alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults,NA,NA,NA,en,en,us,community,lab,money,NA,0,0,0,0,32,16,16,within,NA,NA,0.9,0.8,0.11,0.16,proportion,0,omit,omit,consistent,"old once, overall recognition shown in photograph vs false alarms shown in photograph (reversed)","table 1, p207",68.3,NA,4.2,60,75,NA,NA,no_manipulation,0,0,audiovisual,video_kitchen_cleaning_schacter_et_al_1997,NA,0,0,0,visual,photography,NA,no_manipulation,0,47.7,0,0,recognition,text,NA,16,8,40,"were exposed to misinfo and consistent info once, compared to thrice","The experimental design was a 2 X 2 X 2 mixed factor factorial. There were two between-subjects variables, including age (old or young) and repetition of photo viewing (participants were shown the photographs either once or three times) and exposure to misinfo & consistent info as within subject ",0,0.7099692143541,0.13287587945829,1997,0.24822771375437547,0.012074811359038045,0.04665627764310698,0.8872527105932251,0.05258510578334799,0.5636035622582041,0.2691839305002574,0.036012753260766694,1.0911943712556416,-1.2669801045486555,2.3941872290650634,0.9742730553263312,0.47427305532633124,1.5896117874451063
1333,223,223_01,223_01_02,291_01_02,1445,schacter et al,-8.573991031390051,NA,article,NA,alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults,NA,NA,NA,en,en,us,community,lab,money,NA,0,0,0,0,32,16,16,within,NA,NA,0.91,0.79,0.14,0.2,proportion,0,omit,omit,consistent,"old thrice, overall recognition shown in photograph vs false alarms shown in photograph (reversed)","table 1, p207",68.3,NA,4.2,60,75,NA,NA,no_manipulation,0,0,audiovisual,video_kitchen_cleaning_schacter_et_al_1997,NA,0,0,0,visual,photography,NA,no_manipulation,0,47.7,0,0,recognition,text,NA,16,8,40,"were exposed to misinfo and consistent info thrice (during 1hour), compared to once","The experimental design was a 2 X 2 X 2 mixed factor factorial. There were two between-subjects variables, including age (old or young) and repetition of photo viewing (participants were shown the photographs either once or three times) and exposure to misinfo & consistent info as within subject ",0,0.677592060389182,0.132173921879726,1997,0.2582277137543755,4.2255511244997194e-4,0.034077812537611996,0.9004590504520762,0.037844933115507254,0.910385656938703,0.25736254172043943,0.4059643441969547,1.4148069696804513,-0.9136552856362123,2.7344265995136183,0.9688239303371123,0.46882393033711234,1.5061786367838192
1334,223,223_02,223_02_01,291_02_01,1446,schacter et al,-8.573991031390051,NA,article,NA,alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults,NA,NA,NA,en,en,us,students,lab,money,NA,0,0,0,0,32,16,16,within,NA,NA,0.88,0.78,0.13,0.17,proportion,0,omit,omit,consistent,young overall recognition shown in photograph vs false alarms shown in photograph (reversed),"table 3, p210",19.2,NA,1.7,17,24,NA,NA,no_manipulation,0,0,audiovisual,video_kitchen_cleaning_schacter_et_al_1997,NA,0,0,343.2,visual,photography,NA,no_manipulation,0,0,0,0,recognition,text,NA,16,8,40,"they asked the participant to mentally keep track of the num ber of times that either the man or the woman entered or exited from the room during the event video, to create a attention demanding task",a 2x2 experimental mixed design,0,0.64413582399911,0.131482983746235,1997,0.22822771375437545,0.004650280979665768,0.6202356447186534,0.8973227272306484,0.6912068823140681,0.9820476888266365,0.26489074002788565,0.4628713785338182,1.5012239991194547,-0.846128599338906,2.8102239769921793,0.9621671389657316,0.4621671389657316,1.422130814815843
1335,223,223_02,223_02_02,291_02_02,1447,schacter et al,-8.573991031390051,NA,article,NA,alse Recollection Induced by Photographs: A Comparison of Older and Younger Adults,NA,NA,NA,en,en,us,community,lab,money,NA,0,0,0,0,32,16,16,within,NA,NA,0.69,0.6,0.29,0.29,proportion,0,omit,omit,consistent,old overall recognition shown in photograph vs false alarms shown in photograph (reversed),"table 3, p210",68.1,NA,4.3,60,75,NA,NA,no_manipulation,0,0,audiovisual,video_kitchen_cleaning_schacter_et_al_1997,NA,0,0,343.2,visual,photography,NA,no_manipulation,0,0,0,0,recognition,text,NA,16,8,40,"they asked the participant to mentally keep track of the num ber of times that either the man or the woman entered or exited from the room during the event video, to create a attention demanding task",a 2x2 experimental mixed design,0,0.302509979445848,0.126429879494755,1997,0.03822771375437539,2.831855841909317e-4,0.36981885863913555,0.9034278336220567,0.40935074709447894,0.8555719782245446,0.25723830928566777,0.3513941565806604,1.3597497998684287,-0.9684016441941157,2.6795456006432046,0.8025528918980989,0.30255289189809886,0.7045492227508556
1336,224,224_01,224_01_04,NA,1448,schmidt,7.426008968609949,Schmidt_2014,article,Pia-Isabell Schmidt; Kristin Rosga; Celina Schatto; Anja Breidenstein; Lars Schwabe,Stress reduces the incorporation of misinformation into an established memory,2014,Learning {\&}amp$\mathsemicolon$ Memory,10.1101/lm.033043.113,en,de,de,students,lab,NA,NA,0,0,0,0,64,16,16,within,NA,NA,0.77,0.64,0.08,0.1,proportion,0,omit,omit,consistent,"stress, negative, misinformation vs control items. consistent control.","figure 2, p.7, extracted with ruler",24.3,NA,3.2,NA,NA,0,NA,no_manipulation,0,0,audiovisual,four_negative_clips_schmidt_et_al_2013,negative,1,0,24,text,initial_test,no_manipulation,no_manipulation,0,24,0,0,recognition,text,NA,12,12,48,Age and gender descriptives across conditions taken from overall descriptives.,NA,0,1.39936697594661,0.155597311458905,2013,0.11822771375437546,0.061755039173776005,-0.2120370415353571,0.8601294039975174,-0.24651760601358202,0.3684675676526441,0.2881744998478734,-0.19634407331203096,0.9332792086173192,-1.473188396204527,2.210123531509815,0.9998055963956776,0.49980559639567756,3.7112956873375555
1337,224,224_01,224_01_02,NA,1449,schmidt,7.426008968609949,Schmidt_2014,article,Pia-Isabell Schmidt; Kristin Rosga; Celina Schatto; Anja Breidenstein; Lars Schwabe,Stress reduces the incorporation of misinformation into an established memory,2014,Learning {\&}amp$\mathsemicolon$ Memory,10.1101/lm.033043.113,en,de,de,students,lab,NA,NA,0,0,0,0,64,16,16,within,NA,NA,0.73,0.6,0.12,0.08,proportion,0,omit,omit,consistent,"no stress, negative, misinformation vs control items. consistent control.","figure 2, p.7, extracted with ruler",24.3,NA,3.2,NA,NA,0,NA,no_manipulation,0,0,audiovisual,four_negative_clips_schmidt_et_al_2013,negative,1,0,24,text,initial_test,no_manipulation,no_manipulation,0,24,0,0,recognition,text,NA,12,12,48,Age and gender descriptives across conditions taken from overall descriptives.,NA,0,1.24257289886881,0.149124803265675,2013,0.07822771375437543,3.743995120077689e-4,-0.026637554268987507,0.8973184205432879,-0.029685732131587813,0.9651993356528615,0.2575153992993557,0.46047842756167334,1.4699202437440497,-0.8589244799106187,2.7893231512163417,0.9993539086110016,0.4993539086110016,3.189706047127913
1338,224,224_01,224_01_03,NA,1450,schmidt,7.426008968609949,Schmidt_2014,article,Pia-Isabell Schmidt; Kristin Rosga; Celina Schatto; Anja Breidenstein; Lars Schwabe,Stress reduces the incorporation of misinformation into an established memory,2014,Learning {\&}amp$\mathsemicolon$ Memory,10.1101/lm.033043.113,en,de,de,students,lab,NA,NA,0,0,0,0,64,16,16,within,NA,NA,0.74,0.54,0.12,0.12,proportion,0,omit,omit,consistent,"stress, neutral, misinformation vs control items. consistent control.","figure 2, p.7, extracted with ruler",24.3,NA,3.2,NA,NA,0,NA,no_manipulation,0,0,audiovisual,four_neutral_clips_schmidt_et_al_2013,neutral,1,0,24,text,initial_test,no_manipulation,no_manipulation,0,24,0,0,recognition,text,NA,12,12,48,Age and gender descriptives across conditions taken from overall descriptives.,NA,0,1.62459063035733,0.166238979941325,2013,0.08822771375437544,0.006392663808549403,0.9848352844022508,0.9128379036503543,1.0788720324429841,1.086993067956089,0.2563867937239126,0.5844841861455204,1.5895019497666576,-0.736519936039217,2.910506071951395,0.9999661936284548,0.49996619362845485,4.471001439777901
1339,224,224_01,224_01_01,NA,1451,schmidt,7.426008968609949,Schmidt_2014,article,Pia-Isabell Schmidt; Kristin Rosga; Celina Schatto; Anja Breidenstein; Lars Schwabe,Stress reduces the incorporation of misinformation into an established memory,2014,Learning {\&}amp$\mathsemicolon$ Memory,10.1101/lm.033043.113,en,de,de,students,lab,NA,NA,0,0,0,0,64,16,16,within,NA,NA,0.8,0.49,0.12,0.12,proportion,0,omit,omit,consistent,"no stress, neutral, misinformation vs control items.  consistent control.","figure 2, p.7, extracted with ruler",24.3,NA,3.2,NA,NA,0,NA,no_manipulation,0,0,audiovisual,four_neutral_clips_schmidt_et_al_2013,neutral,1,0,24,text,initial_test,no_manipulation,no_manipulation,0,24,0,0,recognition,text,NA,12,12,48,Age and gender descriptives across conditions taken from overall descriptives.,NA,0,2.51811547705387,0.224076649309035,2013,0.1482277137543755,0.0019714087953912746,0.5269136257744165,0.8963099127757539,0.587869907789633,0.9532334797658435,0.2632386823435368,0.4372951430347316,1.4691718164969554,-0.8740259070619663,2.7804928665936535,0.999999947996453,0.499999947996453,7.283967033278888
1340,225,225_03,225_03_02,NA,1453,schreiber & sergent,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.3758/BF03208819,en,en,us,students,lab,course_credit,NA,0,0,0,0,216,18,18,between,NA,NA,0.72,0.71,0.162218333333333,0.180849166666667,proportion,0,omit,omit,neutral,compared control & misled-only on 1 slide & modified test,"Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,text,narrative,NA,no_manipulation,1,0,0,0,modified_test,text,NA,2,2,NA,"misled-only, 1 slide & modified test",They did the interpolated test (repeated recall) after expose and before recall,1,0.0569165873897322,0.111156104137779,1998,0.06822771375437542,2.7232157846370224e-4,0.4434351576661407,0.9024546481321489,0.4913655867183337,0.6911309420820694,0.2570377300850106,0.18734624844752124,1.1949156357166175,-1.1327340520942903,2.514995936258429,0.5677761452648624,0.06777614526486242,0.3642912677768288
1341,225,225_03,225_03_04,NA,1454,schreiber & sergent,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.3758/BF03208819,en,en,us,students,lab,course_credit,NA,0,0,0,0,216,18,18,between,NA,NA,0.76,0.67,0.149995833333333,0.179445833333333,proportion,0,omit,omit,neutral,compared control & misled-only on 2 slide & modified test,"Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,text,narrative,NA,no_manipulation,1,0,0,0,modified_test,text,NA,2,2,NA,"misled-only, 2 slide & modified test",They did the interpolated test (repeated recall) after expose and before recall,1,0.532100303879301,0.115043482408173,1998,0.10822771375437545,0.00254255119268685,0.9929736554580744,0.8748324077297978,1.1350444344361394,0.6326281448647857,0.25502380719601636,0.132790667560307,1.1324656221692644,-1.1901505041103393,2.4554067938399107,0.9416505857184619,0.44165058571846194,1.2339634990971489
1342,225,225_03,225_03_04,NA,1455,schreiber & sergent,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.3758/BF03208819,en,en,us,students,lab,course_credit,NA,0,0,0,0,216,18,18,between,NA,NA,0.76,0.65,0.156255833333333,0.182499166666667,proportion,0,omit,omit,neutral,compared control & misled-plus-commit on 1 slide & modified test,"Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,text,narrative,NA,no_manipulation,1,0,0,0,modified_test,text,NA,2,2,NA,"misled-plus-commit, 2 slide & modified test",They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall,1,0.633090121693786,0.116677820863698,1998,0.10822771375437545,-6.963748892713381e-4,-0.17873348193265226,0.8887110337132472,-0.20111540776742812,1.0646374981921503,0.2548965327372606,0.5650494742429847,1.564225522141316,-0.7580727621385772,2.8873477585228775,0.9680881559365191,0.4680881559365191,1.496048098863397
1343,225,225_03,225_03_03,NA,1456,schreiber & sergent,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.3758/BF03208819,en,en,us,students,lab,course_credit,NA,0,0,0,0,216,18,18,between,NA,NA,0.79,0.58,0.157905833333333,0.2075455,proportion,0,omit,omit,neutral,compared control & misled-plus-commit on 1 slide & modified test,"Table 1, p.446",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,text,narrative,NA,no_manipulation,1,0,0,0,modified_test,text,NA,2,2,NA,"misled-plus-commit, 1 slide & standard test",They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall,1,1.11346807040387,0.128330710330679,1998,0.13822771375437548,-4.843780657263635e-4,0.11637857792616724,0.8910824165716476,0.13060360721056805,1.0966121441087429,0.25503416292276987,0.5967543699527935,1.5964699182646922,-0.7261720707191168,2.9193963589366025,0.9990589268599139,0.49905892685991393,3.0263766219485206
1344,225,225_02,225_02_01,NA,1457,schreiber & sergent,-7.573991031390051,NA,NA,NA,NA,NA,NA,10.3758/BF03208819,en,en,us,students,lab,course_credit,NA,0,0,0,0,48,48,48,within,NA,NA,0.67,0.52,0.210264857142857,0.229723,proportion,0,omit,omit,neutral,compared control group with misled-plus-commit group,"Results, p. 445",NA,NA,NA,NA,NA,NA,NA,no_manipulation,0,0,visual,theft_slides_mccloskey_zaragoza_1985,NA,0,0,0,text,narrative,NA,no_manipulation,1,0,0,0,modified_test,visual,NA,2,2,NA,NA,They did the interpolated test (a questionnaire where they could only choose the misled item or a novel item as a response) after expose and before recall,1,0.675719413841439,0.0440447746158449,1998,0.018227713754375485,-7.035688367675714e-4,-0.7774962057809884,0.9291590279192592,-0.8367740961653232,1.3000029109914815,0.2565223475334623,0.7972283485962283,1.8027774733867346,-0.5235833249823523,3.1235891469653154,0.999358438871519,0.499358438871519,3.1927619573760273
