"","...1","...2","id_record","id_study","id_control","id_effect","authors","title","publication_year","container","record_type","doi","language_record","language_materials","country","population","modality","incentives","incentive_notes","preregistered","open_data","open_data_claimed","open_materials","n_total","n_control","n_mi","within_between","accuracy_control_prop","accuracy_mi_prop","accuracy_control_mean","accuracy_mi_mean","accuracy_control_sd","accuracy_mi_sd","accuracy_type","accuracy_reverse","test_statistic","statistic_type","control_type","notes_comparison","notes_source","age_mean","age_median","age_sd","age_min","age_max","gender_female_prop","neuro_condition","preevent_valence","preevent_warning","preevent_alcohol","event_medium","event_materials","event_valence","postevent_recall","postevent_warning","postevent_retention_interval","exposure_medium","exposure_method","exposure_credibility","exposure_valence","postexposure_recall","postexposure_retention_interval","postexposure_warning","postexposure_correction","test_type","test_medium","item_centrality","items_control","items_misled","items_total","notes_moderators","notes_general","total_accuracy_control_mean","total_accuracy_mi_mean","total_accuracy_control_sd","total_accuracy_mi_sd","total_accuracy_control_prop","total_accuracy_mi_prop","id","yi","vi","cooks_dist"
"1131",1131,1239,"247","247_01","247_01_03","1239","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,180,30,30,"between",NA,NA,16.5,13.66,1.36,4.34,"count",0,"omit","omit","no_misinformation","comparing control(no PEI) and one day prior misled participants in the criterion learning  4 week condition","table 3, p.54","4.667",NA,0.583,NA,NA,0.494,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,648,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.825,0.683,0.068,0.217,NA,NA,1271,0.871609999618805,0.0729975332619625,5.98904195139183e-07
"1132",1132,1240,"247","247_01","247_01_04","1240","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,180,30,30,"between",NA,NA,15.3,13.43,2.68,2.52,"count",0,"omit","omit","no_misinformation","comparing control(no PEI) and one day prior misled participants in the criterion 8 week condition","table 3, p.54","4.667",NA,0.583,NA,NA,0.494,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,1320,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.765,0.6715,0.134,0.126,NA,NA,1272,0.709547543782929,0.0708621476407366,4.52764952448542e-07
"1133",1133,1241,"247","247_01","247_01_01","1241","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,180,30,30,"between",NA,NA,10.97,9.47,3.08,3.38,"count",0,"omit","omit","no_misinformation","comparing control(no PEI) and one week prior misled participants in the one trial 4 week condition","table 3, p.54","4.667",NA,0.583,NA,NA,0.494,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,504,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.5485,0.4735,0.154,0.169,NA,NA,1273,0.457867334757355,0.0684136874686484,4.90301631697452e-09
"1134",1134,1242,"247","247_01","247_01_02","1242","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,180,30,30,"between",NA,NA,8.82,10.41,2.51,3.07,"count",0,"omit","omit","no_misinformation","comparing control(no PEI) and one week prior misled participants in the one trial 8 week condition","table 3, p.54","4.667",NA,0.583,NA,NA,0.494,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,1176,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.441,0.5205,0.1255,0.1535,NA,NA,1274,-0.559674504534688,0.0692769629252179,1.64503295642129e-09
"1135",1135,1243,"247","247_01","247_01_03","1243","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,180,30,30,"between",NA,NA,16.5,15.25,1.36,3.1,"count",0,"omit","omit","no_misinformation","comparing control(no PEI) and one week prior misled participants in the criterion learning  4 week condition","table 3, p.54","4.667",NA,0.583,NA,NA,0.494,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,504,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.825,0.7625,0.068,0.155,NA,NA,1275,0.515417321681927,0.0688804584624148,3.38274771502626e-07
"1136",1136,1244,"247","247_01","247_01_04","1244","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,180,30,30,"between",NA,NA,15.3,14.61,2.68,2.56,"count",0,"omit","omit","no_misinformation","comparing control(no PEI) and one week prior misled participants in the criterion 8 week condition","table 3, p.54","4.667",NA,0.583,NA,NA,0.494,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,1176,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.765,0.7305,0.134,0.128,NA,NA,1276,0.259867923319338,0.0672294278130859,5.94592194819727e-07
"1137",1137,1245,"247","247_02","247_02_01","1245","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,60,10,10,"between",NA,NA,17.33,17.72,0.33,0.37,"count",0,"omit","omit","no_misinformation","comparing collapsed recall of original details between the no PEI group and the mislead group with 2 week delay","table 6, p.60","4.333",NA,0.833,NA,NA,0.533,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,312,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.8665,0.886,0.0165,0.0185,NA,NA,1277,-1.06535379739734,0.228374467840723,8.12173985903065e-05
"1138",1138,1246,"247","247_02","247_02_02","1246","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,60,10,10,"between",NA,NA,15.39,14.61,0.62,0.66,"count",0,"omit","omit","no_misinformation","comparing collapsed recall of original details between the no PEI group and the mislead group with 4 week delay","table 6, p.61","4.333",NA,0.833,NA,NA,0.533,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,648,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.7695,0.7305,0.031,0.033,NA,NA,1278,1.16656211152632,0.234021679001219,1.17280451850496e-05
"1139",1139,1247,"247","247_02","247_02_03","1247","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,60,10,10,"between",NA,NA,14.36,11.72,0.35,0.76,"count",0,"omit","omit","no_misinformation","comparing collapsed recall of original details between the no PEI group and the mislead group with 8 week delay","table 6, p.62","4.333",NA,0.833,NA,NA,0.533,NA,"no_manipulation",0,0,"audiovisual","costume_party_slides_marche_1995","no_manipulation",1,0,1320,"live","interview","no_manipulation","no_manipulation",0,24,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.718,0.586,0.0175,0.038,NA,NA,1279,4.27311005702728,0.656486738986692,0.000113766122771818
"1140",1140,1248,"247","247_03","247_03_01","1248","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,120,15,15,"between",NA,NA,6.04,5.92,1.86,2.19,"count",0,"omit","omit","no_misinformation","comparing the control group(no PEI) to the misled group in the one-trial condition on event accuracy where the me group was exposed to PEI once","table 9, p.63","4.583",NA,0.75,NA,NA,0.492,NA,"no_manipulation",0,0,"audiovisual","winter_day_slides_marche_1999","no_manipulation",1,0,504,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.302,0.296,0.093,0.1095,NA,NA,1280,0.0574647909931382,0.133388370036731,9.68917715435353e-08
"1141",1141,1249,"247","247_03","247_03_02","1249","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,120,15,15,"between",NA,NA,7.87,8.96,2.54,2.16,"count",0,"omit","omit","no_misinformation","comparing the control group(no PEI) to the misled group in the criterion condition on event accuracy where the me group was exposed to PEI once","table 9, p.63","4.583",NA,0.75,NA,NA,0.492,NA,"no_manipulation",0,0,"audiovisual","winter_day_slides_marche_1999","no_manipulation",1,0,504,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.3935,0.448,0.127,0.108,NA,NA,1281,-0.449807119837854,0.136705440750947,2.73383223414616e-05
"1142",1142,1250,"247","247_03","247_03_01","1250","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,120,15,15,"between",NA,NA,6.04,5.67,1.86,2.37,"count",0,"omit","omit","no_misinformation","comparing the control group(no PEI) to the misled group in the one-trial condition on event accuracy where the me group was exposed to PEI thice","table 9, p.63","4.583",NA,0.75,NA,NA,0.492,NA,"no_manipulation",0,0,"audiovisual","winter_day_slides_marche_1999","no_manipulation",1,0,504,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.302,0.2835,0.093,0.1185,NA,NA,1282,0.168981847872384,0.133809247748506,4.57548826577832e-06
"1143",1143,1251,"247","247_03","247_03_02","1251","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,120,15,15,"between",NA,NA,7.87,8.67,2.54,1.84,"count",0,"omit","omit","no_misinformation","comparing the control group(no PEI) to the misled group in the criterion condition on event accuracy where the me group was exposed to PEI thrice","table 9, p.63","4.583",NA,0.75,NA,NA,0.492,NA,"no_manipulation",0,0,"audiovisual","winter_day_slides_marche_1999","no_manipulation",1,0,504,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.3935,0.4335,0.127,0.092,NA,NA,1283,-0.350955274109093,0.13538616007375,1.04476024784747e-05
"1144",1144,1252,"247","247_03","247_03_01","1252","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,120,15,15,"between",NA,NA,6.04,6.12,1.86,2.54,"count",0,"omit","omit","no_misinformation","comparing the control group(no PEI) to the misled group in the one-trial condition on event accuracy where the me group was exposed to PEI thrice once weekly","table 9, p.63","4.583",NA,0.75,NA,NA,0.492,NA,"no_manipulation",0,0,"audiovisual","winter_day_slides_marche_1999","no_manipulation",1,0,168,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.302,0.306,0.093,0.127,NA,NA,1284,-0.0349642650594878,0.133353708330519,5.31670405640323e-06
"1145",1145,1253,"247","247_03","247_03_02","1253","marche",NA,"1999",NA,"article","10.1006/jecp.1998.2489","en","en","ca","community",NA,NA,NA,0,0,0,0,120,15,15,"between",NA,NA,7.87,7.82,2.54,2.33,"count",0,"omit","omit","no_misinformation","comparing the control group(no PEI) to the misled group in the criterion condition on event accuracy where the me group was exposed to PEI thrice once weekly","table 9, p.63","4.583",NA,0.75,NA,NA,0.492,NA,"no_manipulation",0,0,"audiovisual","winter_day_slides_marche_1999","no_manipulation",1,0,168,"live","interview","no_manipulation","no_manipulation",0,168,0,0,"recognition","live",NA,20,20,20,NA,"a trace integrity model experiment on childrens recall ability following varying post event/exposure retention intervals. Demographics are averges across groups and group sizes are infered from total sample.",0.3935,0.391,0.127,0.1165,NA,NA,1285,0.0199595240914182,0.133339973043366,2.20558468212017e-05
"1146",1146,1254,"248","248_01","248_01_01","1254","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","course_credit",NA,0,0,0,0,280,28.8,28.8,"between",NA,NA,0.7,0.5,0.161,0.161,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in the control group(neutral/no relevant info) and the misled group in the no mental load condition.","figure 1, p.140","20.61",NA,2.36,NA,NA,0.619,NA,"no_manipulation",0,0,"audio","education_reform_audio_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,10,10,18,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.7,0.5,0.161,0.161,NA,NA,1286,1.22539083686368,0.0824790165197002,3.26794285200066e-06
"1147",1147,1255,"248","248_01","248_01_02","1255","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","course_credit",NA,0,0,0,0,280,28.8,28.8,"between",NA,NA,0.73,0.55,0.188,0.188,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in the control group(neutral/no relevant info) and the misled group in the fatigue-arithmetic condition.","figure 1, p.141","20.61",NA,2.36,NA,NA,0.619,NA,"no_manipulation",0,0,"audio","education_reform_audio_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,10,10,18,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.73,0.55,0.188,0.188,NA,NA,1287,0.944463469476315,0.0771875976143684,5.17825707749947e-07
"1148",1148,1256,"248","248_01","248_01_03","1256","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","course_credit",NA,0,0,0,0,280,28.8,28.8,"between",NA,NA,0.61,0.4,0.177,0.188,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in the control group(neutral/no relevant info) and the misled group in the fatigue-letters condition.","figure 1, p.142","20.61",NA,2.36,NA,NA,0.619,NA,"no_manipulation",0,0,"audio","education_reform_audio_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,10,10,18,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.61,0.4,0.177,0.188,NA,NA,1288,1.13456609974821,0.0806184048150857,1.87563339325433e-06
"1149",1149,1257,"248","248_01","248_01_04","1257","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","course_credit",NA,0,0,0,0,280,28.8,28.8,"between",NA,NA,0.75,0.62,0.161,0.188,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in the control group(neutral/no relevant info) and the misled group in the warm-up-arithmetic condition.","figure 1, p.143","20.61",NA,2.36,NA,NA,0.619,NA,"no_manipulation",0,0,"audio","education_reform_audio_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,10,10,18,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.75,0.62,0.161,0.188,NA,NA,1289,0.732694008303055,0.0741045183142639,8.62455715993659e-08
"1150",1150,1258,"248","248_01","248_01_05","1258","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","course_credit",NA,0,0,0,0,280,28.8,28.8,"between",NA,NA,0.71,0.7,0.177,0.177,"proportion",0,"omit","omit","no_misinformation","comparing accuracy in the control group(neutral/no relevant info) and the misled group in the warm-up-letters condition.","figure 1, p.144","20.61",NA,2.36,NA,NA,0.619,NA,"no_manipulation",0,0,"audio","education_reform_audio_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,10,10,18,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.71,0.7,0.177,0.177,NA,NA,1290,0.0557310521850431,0.0694714058175143,1.25829145318547e-06
"1151",1151,1259,"248","248_02","248_02_01","1259","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","community","lab","none",NA,0,0,0,0,400,33,33,"between",NA,NA,3.19,2.45,0.68,0.78,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the present-self reference group with no mental load.","table 1, p.144","17.81",NA,1.27,NA,NA,0.638,NA,"no_manipulation",0,0,"text","research_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.7975,0.6125,0.17,0.195,NA,NA,1291,0.999423381605026,0.0681730840583244,4.13209118763329e-05
"1152",1152,1260,"248","248_02","248_02_02","1260","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","community","lab","none",NA,0,0,0,0,400,33,33,"between",NA,NA,2.94,2.85,0.93,0.95,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the absent-self reference group with no mental load.","table 1, p.144","17.81",NA,1.27,NA,NA,0.638,NA,"no_manipulation",0,0,"text","research_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.735,0.7125,0.2325,0.2375,NA,NA,1292,0.0946121804048842,0.0606738747324316,1.8203744376876e-05
"1153",1153,1261,"248","248_02","248_02_03","1261","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","community","lab","none",NA,0,0,0,0,400,33,33,"between",NA,NA,3.37,3.17,0.61,0.76,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the present-self reference group with warmed up mental load.","table 1, p.144","17.81",NA,1.27,NA,NA,0.638,NA,"no_manipulation",0,0,"text","research_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.8425,0.7925,0.1525,0.19,NA,NA,1293,0.286819545828417,0.061229283726282,5.98927259712643e-06
"1154",1154,1262,"248","248_02","248_02_04","1262","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","community","lab","none",NA,0,0,0,0,400,33,33,"between",NA,NA,3.12,2.71,0.82,1.02,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the absent-self reference group with warmed up mental load.","table 1, p.144","17.81",NA,1.27,NA,NA,0.638,NA,"no_manipulation",0,0,"text","research_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.78,0.6775,0.205,0.255,NA,NA,1294,0.437826956121363,0.0620582760871704,7.14392829503785e-07
"1155",1155,1263,"248","248_02","248_02_05","1263","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","community","lab","none",NA,0,0,0,0,400,33,33,"between",NA,NA,2.69,2.35,0.87,0.95,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the present-self reference group with fatigued mental load.","table 1, p.144","17.81",NA,1.27,NA,NA,0.638,NA,"no_manipulation",0,0,"text","research_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.6725,0.5875,0.2175,0.2375,NA,NA,1295,0.368871703428925,0.0616368661635648,2.5545477658125e-06
"1156",1156,1264,"248","248_02","248_02_06","1264","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","community","lab","none",NA,0,0,0,0,400,33,33,"between",NA,NA,2.42,1.65,0.9,1.01,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the absent-self reference group with warmed up fatigued load.","table 1, p.144","17.81",NA,1.27,NA,NA,0.638,NA,"no_manipulation",0,0,"text","research_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.605,0.4125,0.225,0.2525,NA,NA,1296,0.79547270399792,0.0653998244151952,1.30084751830581e-05
"1157",1157,1265,"248","248_03","248_03_01","1265","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","none",NA,0,0,0,0,368,31,31,"between",NA,NA,2.96,2.62,0.79,0.9,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the present-self reference group with no mental load.","table 2, p.146","19.06",NA,2.87,NA,NA,0.734,NA,"no_manipulation",0,0,"text","research_mother_of_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.74,0.655,0.1975,0.225,NA,NA,1297,0.396473746602684,0.0657838018689127,2.84466532870723e-07
"1158",1158,1266,"248","248_03","248_03_02","1266","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","none",NA,0,0,0,0,368,31,31,"between",NA,NA,2.57,2.53,0.88,0.97,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the absent-self reference group with no mental load.","table 2, p.146","19.06",NA,2.87,NA,NA,0.734,NA,"no_manipulation",0,0,"text","research_mother_of_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.6425,0.6325,0.22,0.2425,NA,NA,1298,0.0426496216856302,0.0645307983083059,2.89081513928128e-05
"1159",1159,1267,"248","248_03","248_03_03","1267","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","none",NA,0,0,0,0,368,31,31,"between",NA,NA,3.47,3.29,0.72,0.85,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the present-self reference group with warmed up mental load.","table 2, p.146","19.06",NA,2.87,NA,NA,0.734,NA,"no_manipulation",0,0,"text","research_mother_of_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.8675,0.8225,0.18,0.2125,NA,NA,1299,0.225646888084846,0.0649267461137288,8.90194629288197e-06
"1160",1160,1268,"248","248_03","248_03_04","1268","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","none",NA,0,0,0,0,368,31,31,"between",NA,NA,3.34,2.53,0.81,0.99,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the absent-self reference group with warmed up mental load.","table 2, p.146","19.06",NA,2.87,NA,NA,0.734,NA,"no_manipulation",0,0,"text","research_mother_of_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.835,0.6325,0.2025,0.2475,NA,NA,1300,0.88428459724582,0.0708222520074694,5.55228332442076e-05
"1161",1161,1269,"248","248_03","248_03_05","1269","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","none",NA,0,0,0,0,368,31,31,"between",NA,NA,2.66,2.77,1,0.95,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the present-self reference group with fatigued mental load.","table 2, p.146","19.06",NA,2.87,NA,NA,0.734,NA,"no_manipulation",0,0,"text","research_mother_of_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.665,0.6925,0.25,0.2375,NA,NA,1301,-0.111366760828807,0.0646161496404637,5.12736979138007e-05
"1162",1162,1270,"248","248_03","248_03_06","1270","szpitalak",NA,"2014",NA,"article","10.1080/14789949.2014.895024","en","en","pl","students","lab","none",NA,0,0,0,0,368,31,31,"between",NA,NA,3.04,1.97,0.96,1.27,"count",0,"omit","omit","no_misinformation","comparing misled and non-misled(neutral/no critical info) groups in the absent-self reference group with warmed up fatigued load.","table 2, p.146","19.06",NA,2.87,NA,NA,0.734,NA,"no_manipulation",0,0,"text","research_mother_of_typical_student_or_child_text_szpitalak_plczyk_2014","no_manipulation",0,0,0,"text","narrative","no_manipulation","no_manipulation",0,0,0,0,"recognition","text",NA,4,4,15,NA,"a between groups study looking at different load factors and its effect on misinformation. There are 10 independent groups which sizes are infered form the total sample size.",0.76,0.4925,0.24,0.3175,NA,NA,1302,0.938561781383874,0.0716201469151167,7.07402227971528e-05
